diagnostic_set,diagnostic_value,.tracker_row,district_panel_id,state_01,district_01,state_07,district_07,state_08,district_08,state_17,district_17,state_18,district_18,state_20,district_20,state_std,district_std,district_code_0708,district_code_1718,.matched_2001,.matched_2007,.matched_2017,EMIE,emie_2007,wavg_ling_degrees,npeople_0708,consumption_0708,gini_cons_0708,consumption_1718,gini_cons_1718,consumption_pct_change,log_consumption_difference,dependency_ratio,pct_fem_head,pct_pucca,pct_head_secondary_plus,region
highest_EMIE,100,27,2001__12__10,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,12,10,12110,12114,TRUE,TRUE,TRUE,100,100,5,50475.76,856.982416132854,0.171996318137546,2690.00264138563,0.414532023960578,213.89239624359,1.14388005406719,76.202926861963,19.3515065449237,19.1723290731637,44.7540393977162,East
highest_EMIE,100,35,2001__12__01,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,12,01,12101,12101,TRUE,TRUE,TRUE,100,100,4.49915812483384,27250.59,1159.94036801328,0.174339155226867,1991.39334254155,0.463756731519618,71.6806654425144,0.540465968949894,46.1910936412811,21.1391569870597,29.7735241289262,30.2717846613926,East
highest_EMIE,100,38,2001__12__09,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,Upper Siang,12,09,12106,12108,TRUE,TRUE,TRUE,100,100,4.45958524144607,71216.155,1246.62408850936,0.414227583512827,1680.51572880158,0.286753641036053,34.8053309968559,0.298661559162555,75.5556388214853,19.3356830342778,24.052243207498,46.3042444977243,East
highest_EMIE,100,228,2001__01__09,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,01,09,01209,01216,TRUE,TRUE,TRUE,100,100,2.80978436598451,657786.85,767.001321775369,0.164969814578274,2031.46332061638,0.23007045567281,164.857864379448,0.974023135272933,71.6434140380113,20.3841031483072,11.813755070786,41.0883618960892,North
highest_EMIE,100,245,2001__01__10,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,01,10,01210,01219,TRUE,TRUE,TRUE,100,100,3.89551856807832,1058897.275,830.619241702575,0.172480773077634,2210.57589164744,0.248549853325941,166.135887619973,0.978836848065436,40.6959909365453,18.9097771547292,23.6852973683375,32.8642016203955,North
highest_EMIE,100,446,2001__13__03,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,13,03,13103,13102,TRUE,TRUE,TRUE,100,100,4.89224258078903,163510.18,1133.51505669474,0.15395289320308,2224.03690640346,0.199802657431852,96.2070899074437,0.674000496613844,49.9567032709436,19.4515870510325,58.7580197364132,76.418529544115,East
highest_EMIE,100,447,2001__13__01,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,13,01,13101,13101,TRUE,TRUE,TRUE,100,100,4.94290188520147,75565.98,1169.43065115078,0.196774564300655,2182.83866143403,0.174271667332055,86.6582391427832,0.624109160604442,40.5874905081652,19.4398259640118,20.9605294161688,57.9223988337202,East
highest_EMIE,100,449,2001__13__08,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,13,08,13108,13106,TRUE,TRUE,TRUE,100,100,5,63467.795,1102.2042652885,0.211662750117727,2054.06323672717,0.190368936994739,86.359579745368,0.622507845889106,41.094947727252,20.9908899466257,43.0681319481749,59.9169198428717,East
highest_EMIE,100,450,2001__13__02,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,13,02,13102,13107,TRUE,TRUE,TRUE,100,100,5,150852.21,1200.27698656314,0.199957865008563,2103.10374992971,0.221521894814116,75.218201587928,0.560861877460026,29.6516499853807,20.4780228277729,26.1487269848324,50.7094117279172,East
highest_EMIE,100,451,2001__13__05,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,13,05,13105,13104,TRUE,TRUE,TRUE,100,100,5,55855.71,1224.94992893581,0.228255311532518,2114.45606089407,0.197211419044486,72.6157135852099,0.545897628987813,43.2484372834101,20.7614763110164,44.9570135365216,62.550751463016,East
lowest_wavg_ling_degrees,0.000108946,663,2001__09__64,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,Uttar Pradesh,Jaunpur,09,64,09364,09363,TRUE,TRUE,TRUE,2.92309372997127,2.92309372997127,0.000108946419076978,4222783.185,544.534704143437,0.240615915948794,1371.26953348097,0.1949806062771,151.824084497608,0.923560580363413,91.8855589478687,12.2102977446616,55.4766003645944,25.873967943439,Central
lowest_wavg_ling_degrees,0.000187249,634,2001__09__63,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,Uttar Pradesh,Ballia,09,63,09363,09362,TRUE,TRUE,TRUE,16.2734285845318,16.2734285845318,0.000187249164894077,2392572.36,596.082127277022,0.190724907861523,1599.36959889602,0.262437497104854,168.313630908905,0.986986374882398,70.8668327534891,14.7707449065406,53.5933836201257,22.7817337772373,Central
lowest_wavg_ling_degrees,0.000236628,647,2001__09__17,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Etah,09,17,09517,09570,TRUE,TRUE,TRUE,1.02488896310042,1.02488896310042,0.00023662817753997,2590855.33,700.08514843004,0.235661253039727,2077.36323948021,0.243505197416538,196.730082639055,1.08765272693089,88.2694587232405,16.1345971409373,75.4656413857614,43.4529575514299,Central
lowest_wavg_ling_degrees,0.000236628,668,2001__09__17,Uttar Pradesh,Etah,Uttar Pradesh,Etah,Uttar Pradesh,Kasganj,Uttar Pradesh,Kasganj,Uttar Pradesh,Kasganj,Uttar Pradesh,Kasganj,09,17,09359,09571,TRUE,TRUE,TRUE,1.53648375042858,1.53648375042858,0.00023662817753997,3021817.345,564.655746248689,0.236045550593606,2563.7613894567,0.383192553637428,354.039723581871,1.513014505102,78.3121777074054,13.9578232846499,61.1582315538588,29.028231804635,Central
lowest_wavg_ling_degrees,0.00026734,639,2001__09__55,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,Uttar Pradesh,Basti,09,55,09355,09354,TRUE,TRUE,TRUE,1.31608717215787,1.31608717215787,0.000267339767726378,1912047.705,630.681262821327,0.258845016671784,1343.55685162446,0.176285862207579,113.032625325527,0.756275138534305,93.8084395914976,14.7950644359055,49.591853610816,24.5116502631564,Central
lowest_wavg_ling_degrees,0.00031295,520,2001__08__11,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa,08,11,08211,08211,TRUE,TRUE,TRUE,0.904670852997117,0.904670852997117,0.000312949580176619,1448884.315,777.167716745123,0.25145358090379,2367.1092152232,0.207293685725718,204.581516218527,1.11376857048639,93.7390837143955,16.672099870168,89.5521759921679,39.2471141337414,North
lowest_wavg_ling_degrees,0.000349476,652,2001__09__16,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,Uttar Pradesh,Firozabad,09,16,09529,09516,TRUE,TRUE,TRUE,6.38114926072802,6.38114926072802,0.000349476005328412,1615949.25,802.154371634928,0.319942057394173,1846.01953077852,0.22299942758508,130.132702140115,0.833485922380903,83.7734229980954,16.6830585799647,64.2054576357409,53.0530340453702,Central
lowest_wavg_ling_degrees,0.000377028,530,2001__08__09,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli,08,09,08209,08209,TRUE,TRUE,TRUE,0,0,0.000377028387922524,1196951.765,753.090677792734,0.218105897538396,2027.56305422812,0.138932543312673,169.23226033959,0.990404242416734,76.3457208745203,18.6453887722033,63.4881823813269,33.3508244565774,North
lowest_wavg_ling_degrees,0.000377335,628,2001__09__49,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Sultanpur,Uttar Pradesh,Amethi,Uttar Pradesh,Amethi,Uttar Pradesh,Amethi,09,49,09349,09348,TRUE,TRUE,TRUE,1.81483170697838,1.81483170697838,0.00037733499377335,3594216.35,526.893571536541,0.262565080135401,1277.8958525444,0.204540691331146,142.533961615392,0.885971562482178,83.4479147716562,14.8136344101824,34.2603566961451,24.8750204172593,Central
lowest_wavg_ling_degrees,0.000398668,643,2001__09__11,Uttar Pradesh,Bulandshahar,Uttar Pradesh,Bulandshahar,Uttar Pradesh,Bulandshahar,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,Uttar Pradesh,Bulandshahr,09,11,09511,09511,TRUE,TRUE,TRUE,8.22799828905315,8.22799828905315,0.000398667810819247,2624061.69,796.771965362565,0.238476488755641,1863.67984404411,0.253037741670119,133.903792435274,0.849739701387974,74.2578085991983,16.4751717403411,65.4628585599402,65.3848711717084,Central
highest_wavg_ling_degrees,5,564,2001__33__22,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,33,22,33222,33220,TRUE,TRUE,TRUE,11.273792853119,11.273792853119,5,1371541.305,798.98371088404,0.250255823594279,1906.34497254005,0.287278468181323,138.596225000728,0.869602502095106,40.2902208862077,22.0287620138426,61.0450716741668,23.7902617122217,South
highest_wavg_ling_degrees,5,567,2001__33__08,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,33,08,33408,33407,TRUE,TRUE,TRUE,22.0040259838726,22.0040259838726,5,2941603.19,927.786307126759,0.310399522719925,2354.13348514363,0.22461730187251,153.736605839128,0.931126558104306,44.5651999181067,25.5448470260871,45.2998668032593,35.9248367117104,South
highest_wavg_ling_degrees,5,568,2001__33__23,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,33,23,33323,33321,TRUE,TRUE,TRUE,15.4166765180135,15.4166765180135,5,1135127.24,745.179645262924,0.264930074742115,2630.95501395863,0.161378087733408,253.063188277283,1.26147685854434,46.2061804149471,22.6591245400824,49.4436746554909,28.7112379059592,South
highest_wavg_ling_degrees,5,569,2001__33__29,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tenkasi,33,29,33329,33327,TRUE,TRUE,TRUE,15.9161035316916,15.9161035316916,5,2168045.61,916.412857845055,0.261076981893903,2446.83099567958,0.228858983574691,167.000945559985,0.982082013829054,41.9210249676904,21.5485708808497,69.9033194756632,34.5490565335894,South
highest_wavg_ling_degrees,5,571,2001__33__25,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni,33,25,33325,33323,TRUE,TRUE,TRUE,12.5210438424718,12.5210438424718,5,1081282.48,785.689777199973,0.246446620595078,3297.4924882733,0.173057206688698,319.693953512396,1.43435557755813,49.0782724210572,21.4144503663835,80.6775550287514,28.6845075962982,South
highest_wavg_ling_degrees,5,577,2001__33__01,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,33,01,33101,33101,TRUE,TRUE,TRUE,38.938153587064,38.938153587064,5,2672835.985,1219.45171006102,0.258620506937978,3595.01905908514,0.376024196004872,194.806184568411,1.08114795296868,35.6362816028172,22.9185471326254,86.284861075781,55.2931816411255,South
highest_wavg_ling_degrees,5,572,2001__33__28,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi,33,28,33328,33326,TRUE,TRUE,TRUE,22.5377634641496,22.5377634641496,5,1483233.41,856.542088370954,0.280399419791014,2672.31675237034,0.211002494102139,211.988959871521,1.13779761616815,48.2253803283948,22.0178677070118,48.0907324663053,39.6442960331344,South
highest_wavg_ling_degrees,5,573,2001__33__15,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli,33,15,33215,33213,TRUE,TRUE,TRUE,17.6913990054452,17.6913990054452,5,2131372.93,1021.5028296281,0.333002626569795,2218.19882853675,0.276146152011745,117.150531961261,0.775420622730751,52.8304523039689,22.4438824509233,68.5657761567584,42.0852045708249,South
highest_wavg_ling_degrees,5,578,2001__33__06,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,33,06,33106,33105,TRUE,TRUE,TRUE,22.3052919915964,22.3052919915964,5,2198318.28,834.116884003038,0.259544612667005,1974.36096722117,0.214051013311374,136.700755623834,0.861626522853891,51.1987828870867,21.307265615787,73.3637538884037,29.920808470158,South
highest_wavg_ling_degrees,5,582,2001__33__26,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,33,26,33326,33324,TRUE,TRUE,TRUE,16.274296704886,16.274296704886,5,1841040.525,900.242900221668,0.251245019992272,2233.21405417165,0.224843833680079,148.06794406507,0.908532490658825,45.786931008796,25.0480578095912,60.0631929132724,34.8130735644966,South
lowest_npeople_0708,12284.9,484,2001__34__03,Pondicherry,Mahe,Puducherry,Mahe,Puducherry,Mahe,Puducherry,Mahe,Puducherry,Mahe,Puducherry,Mahe,34,03,34103,34103,TRUE,TRUE,TRUE,87.4999542122865,87.4999542122865,5,12284.945,1822.54261734564,0.245024764952728,4043.06736954101,0.23796432596745,121.836643547428,0.796771085144693,46.2846973732938,9.81485875598141,94.0176750509857,74.0313174584581,South
lowest_npeople_0708,27250.6,35,2001__12__01,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,Arunachal Pradesh,Tawang,12,01,12101,12101,TRUE,TRUE,TRUE,100,100,4.49915812483384,27250.59,1159.94036801328,0.174339155226867,1991.39334254155,0.463756731519618,71.6806654425144,0.540465968949894,46.1910936412811,21.1391569870597,29.7735241289262,30.2717846613926,East
lowest_npeople_0708,32394.9,39,2001__12__06,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,Upper Subansiri,12,06,12109,12105,TRUE,TRUE,TRUE,77.940360543761,77.940360543761,4.81926132010806,32394.88,736.696147526277,0.210831031546035,1718.53309199645,0.238475182613053,133.275699590265,0.847050828121237,70.8685343861343,18.4499525850999,9.7070850385322,30.2358771524752,East
lowest_npeople_0708,34603.1,486,2001__34__01,Pondicherry,Yanam,Puducherry,Yanam,Puducherry,Yanam,Puducherry,Yanam,Puducherry,Yanam,Puducherry,Yanam,34,01,34101,34101,TRUE,TRUE,TRUE,33.8938053097345,33.8938053097345,4.88112380403827,34603.125,943.1425,0.280793010148598,2941.42851462759,0.169302978306552,211.87530141284,1.13743324697122,39.2655011948183,24.3023570848009,100,53.0333333333333,South
lowest_npeople_0708,44612.3,19,2001__12__03,Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,Arunachal Pradesh,East Kameng,12,03,12103,12103,TRUE,TRUE,TRUE,100,100,5,44612.275,520.58009820941,0.342758160324125,1232.19749190522,0.392603730879462,136.6970032361,0.861610669852208,95.664912087953,18.8902605841105,14.213558761956,17.6259971267437,East
lowest_npeople_0708,50475.8,27,2001__12__10,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh,Lower Dibang Valley,12,10,12110,12114,TRUE,TRUE,TRUE,100,100,5,50475.76,856.982416132854,0.171996318137546,2690.00264138563,0.414532023960578,213.89239624359,1.14388005406719,76.202926861963,19.3515065449237,19.1723290731637,44.7540393977162,East
lowest_npeople_0708,55751.9,441,2001__15__05,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,15,05,15105,15105,TRUE,TRUE,TRUE,52.1805612124654,52.1805612124654,4.9912435642076,55751.855,1241.66029747394,0.257994094656227,3221.78744703718,0.236972693698173,159.474145512396,0.953486879717445,70.7229132229758,19.7592528535597,40.2048774738416,55.5987313075547,East
lowest_npeople_0708,55855.7,451,2001__13__05,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,13,05,13105,13104,TRUE,TRUE,TRUE,100,100,5,55855.71,1224.94992893581,0.228255311532518,2114.45606089407,0.197211419044486,72.6157135852099,0.545897628987813,43.2484372834101,20.7614763110164,44.9570135365216,62.550751463016,East
lowest_npeople_0708,57165.4,316,2001__31__01,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,31,01,31101,31101,TRUE,TRUE,TRUE,32.4512530246271,32.4512530246271,5,57165.375,1535.93748293089,0.289413880824118,3490.47967796123,0.218927845284431,127.254020215762,0.820898237631442,47.3127675768181,13.5153578542955,99.210198548187,37.1646025303539,South
lowest_npeople_0708,58578.1,452,2001__13__04,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,13,04,13104,13103,TRUE,TRUE,TRUE,98.3221812215778,98.3221812215778,4.93657972022826,58578.07,1100.39817068105,0.182854415585872,2299.95571439196,0.217740098389073,109.0112266334,0.737217780483353,49.6235342227857,19.6391584768839,30.6246399176533,66.9281258938062,East
highest_npeople_0708,4.76436e+06,100,2001__10__28,Bihar,Patna,Bihar,Patna,Bihar,Patna,Bihar,Patna,Bihar,Patna,Bihar,Patna,10,28,10228,10228,TRUE,TRUE,TRUE,25.2280693352224,25.2280693352224,0.0506875654609358,4764362.39,1109.50691144174,0.433698706363056,2089.14530673607,0.395552859883959,88.2949340100411,0.632839345489633,70.3749876729802,19.2117257268501,74.9418337778325,53.1346243142244,East
highest_npeople_0708,4.88683e+06,726,2001__19__10,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,West Bengal,Nadia,19,10,19210,19210,TRUE,TRUE,TRUE,1.54369817491031,1.54369817491031,2.96696090580128,4886827.52499999,671.893531650809,0.264653594579789,1779.61583990072,0.233478125044768,164.865749716074,0.974052906785535,52.0894739252611,21.5921678144349,33.9481634738771,22.9460029650662,East
highest_npeople_0708,4.8953e+06,6,2001__28__14,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,Andhra Pradesh,East Godavari,28,14,28114,28104,TRUE,TRUE,TRUE,21.7548239214101,21.7548239214101,4.94566390810188,4895301.445,903.787088621418,0.264783468965307,2391.44952802132,0.300001137196731,164.603196718498,0.97306114694442,44.97127009241,26.0616784141675,80.8645589114546,26.0277151502739,South
highest_npeople_0708,5.47579e+06,185,2001__24__22,Gujarat,Surat,Gujarat,Surat,Gujarat,Surat,Gujarat,Surat,Gujarat,Surat,Gujarat,Surat,24,22,24122,24125,TRUE,TRUE,TRUE,2.41472423431667,2.41472423431667,1.53765841239288,5475793.78,1199.61564198247,0.280140932150242,3845.51310343798,0.203068195102915,220.562100797797,1.16490583384277,41.5904615415616,22.674572580416,77.6587955187769,44.9463669525945,West
highest_npeople_0708,5.56128e+06,524,2001__08__12,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,08,12,08212,08212,TRUE,TRUE,TRUE,20.3942595498053,20.3942595498053,0.0664201130772457,5561278.225,1279.5052527239,0.359683936793293,3625.4797768683,0.326170090472226,183.350128430511,1.04151314988493,57.9922146150011,18.5173039962409,93.7733634273115,52.1903789770266,North
highest_npeople_0708,5.94122e+06,725,2001__19__07,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,West Bengal,Murshidabad,19,07,19207,19207,TRUE,TRUE,TRUE,0.556447927800026,0.556447927800026,3.00029422637195,5941215.63500001,563.456426426358,0.243597633331935,1880.52556006707,0.163176549745582,233.748178540448,1.20521656615477,62.0918748526773,19.0258351058822,23.0089535637586,19.7395437814682,East
