"source_district_code","target_unit_2001","lineage_status","n_sample_people","n_fsu","sum_person_weight","kish_effective_n"
"0303","pc2001__03__03","resolved_reviewed_deterministic",569,16,853416.665,352.142820973584
"0304","pc2001__03__04","resolved_reviewed_deterministic",1120,32,2164962.035,536.025646839307
"0305","pc2001__03__05","resolved_reviewed_deterministic",736,20,1571378.165,397.527860378525
"0306","pc2001__03__06","resolved_reviewed_deterministic",434,12,620765.08,303.653547856017
"0307","pc2001__03__07","resolved_reviewed_deterministic",396,11,461569.045000001,217.353430990419
"0308","pc2001__03__08","resolved_reviewed_deterministic",467,12,502411.345,277.374767915968
"0309","pc2001__03__09","resolved_reviewed_deterministic",1533,44,2599983.61499999,678.376137156888
"0310","pc2001__03__10","resolved_reviewed_deterministic",598,16,632083.900000002,189.860218191491
"0311","pc2001__03__11","resolved_reviewed_deterministic",1080,28,1566861.71999999,307.267428080247
"0312","pc2001__03__12","resolved_reviewed_deterministic",552,16,566179.88,139.246901711238
"0313","pc2001__03__13","resolved_reviewed_deterministic",643,16,642242.650000002,245.040744733273
"0314","pc2001__03__14","resolved_reviewed_deterministic",685,19,1110522.425,301.107586010096
"0315","pc2001__03__15","resolved_reviewed_deterministic",447,12,698062.805000001,152.810038029506
"0316","pc2001__03__16","resolved_reviewed_deterministic",1105,28,1667282.48,495.874301889417
"0317","pc2001__03__17","resolved_reviewed_deterministic",910,24,1758465.30500001,409.726477640352
"0318",,"unresolved_source_district",589,16,638679.735,343.961317349645
"0401","pc2001__04__01","resolved_reviewed_deterministic",1177,39,914010.989999997,425.474307959645
"0501","pc2001__05__01","resolved_reviewed_deterministic",407,12,304327.14,156.630995901647
"0502","pc2001__05__02","resolved_reviewed_deterministic",417,12,382673.955000001,193.674681207415
"0503","pc2001__05__03","resolved_reviewed_deterministic",395,12,212655.135,113.40120264022
"0504","pc2001__05__04","resolved_reviewed_deterministic",518,15,606020.690000001,188.296563024545
"0505",,"unresolved_source_district",956,24,1354607.535,396.805686946119
"0506","pc2001__05__06","resolved_reviewed_deterministic",750,20,668128.280000004,281.066695569589
"0507","pc2001__05__07","resolved_reviewed_deterministic",411,12,423168.8,174.369464051425
"0508","pc2001__05__08","resolved_reviewed_deterministic",418,12,259461.005,183.508717475979
"0509","pc2001__05__09","resolved_reviewed_deterministic",558,16,644226.145,251.91906185911
"0510","pc2001__05__10","resolved_reviewed_deterministic",288,8,165409.08,111.256347451697
"0511",,"unresolved_source_district",645,16,598600.830000001,284.859295688112
"0512","pc2001__05__12","resolved_reviewed_deterministic",960,24,1281756.115,419.445063079759
"0513","pc2001__05__13","resolved_reviewed_deterministic",877,24,1624257.205,97.9398396670114
"0514",,"unresolved_source_district",270,8,214613.37,76.8455776858382
"0515",,"unresolved_source_district",333,8,88132.245,119.557541503499
"0601","pc2001__06__01","resolved_reviewed_deterministic",443,12,433748.165,152.234959025476
"0602","pc2001__06__02","resolved_reviewed_deterministic",640,16,1027302.02,381.564090919287
"0603","pc2001__06__03","resolved_reviewed_deterministic",815,20,1040381.73,475.256021172608
"0604","pc2001__06__04","resolved_reviewed_deterministic",500,12,808944.754999999,206.998982839939
"0605","pc2001__06__05","resolved_reviewed_deterministic",530,12,965796.549999999,223.345466867832
"0606","pc2001__06__06","resolved_reviewed_deterministic",803,20,1282608.81,270.211036476144
"0607","pc2001__06__07","resolved_reviewed_deterministic",617,16,1349514.26,332.754290537183
"0608","pc2001__06__08","resolved_reviewed_deterministic",815,20,1388189.255,354.092916574136
"0609","pc2001__06__09","resolved_reviewed_deterministic",782,20,1319150.805,268.301799064471
"0610","pc2001__06__10","resolved_reviewed_deterministic",474,12,829423.099999999,166.68577803593
"0611","pc2001__06__11","resolved_reviewed_deterministic",649,16,1167690.23,221.987232951138
"0612","pc2001__06__12","resolved_reviewed_deterministic",1007,24,1607335.41999999,292.758889778749
"0613","pc2001__06__13","resolved_reviewed_deterministic",890,20,1511225.59499999,385.016515646572
"0614","pc2001__06__14","resolved_reviewed_deterministic",613,16,773791.465,225.035000203215
"0615","pc2001__06__15","resolved_reviewed_deterministic",474,12,883784.479999999,254.770362300177
"0616","pc2001__06__16","resolved_reviewed_deterministic",467,12,817749.934999997,169.569489114794
"0617","pc2001__06__17","resolved_reviewed_deterministic",452,12,860269.219999999,218.087408359928
"0618","pc2001__06__18","resolved_reviewed_deterministic",545,16,1450836.71,86.7600458050323
"0619","pc2001__06__19","resolved_reviewed_deterministic",1114,28,2108938.625,540.041409387281
"0620",,"unresolved_source_district",504,12,811211.645,222.737450745104
"0701","pc2001__07__01","resolved_reviewed_deterministic",2772,98,8724814.87500005,1507.68621311893
"0702","pc2001__07__02","resolved_reviewed_deterministic",34,1,125642.75,26.6851402487987
"0703","pc2001__07__03","resolved_reviewed_deterministic",381,12,1218762.01,198.277744662943
"0704","pc2001__07__04","resolved_reviewed_deterministic",51,2,92961.5050000001,28.686045640952
"0707","pc2001__07__07","resolved_reviewed_deterministic",69,2,228414.53,53.3750176459588
"0708","pc2001__07__08","resolved_reviewed_deterministic",111,5,424334.22,43.4501281646996
"0709","pc2001__07__09","resolved_reviewed_deterministic",169,6,942336.350000002,91.0082579170127
"0801","pc2001__08__01","resolved_reviewed_deterministic",777,20,2119358.52999999,252.538894437489
"0802","pc2001__08__02","resolved_reviewed_deterministic",495,12,1753450.995,183.718968718048
"0803","pc2001__08__03","resolved_reviewed_deterministic",801,16,1893515.515,213.571925766636
"0804","pc2001__08__04","resolved_reviewed_deterministic",867,20,2326246.39,426.535622517647
"0805","pc2001__08__05","resolved_reviewed_deterministic",670,16,1711658.83,349.554284151585
"0806","pc2001__08__06","resolved_reviewed_deterministic",693,16,3576480.19000001,256.048501102673
"0807","pc2001__08__07","resolved_reviewed_deterministic",756,16,2737992.47499999,273.169050314306
"0808","pc2001__08__08","resolved_reviewed_deterministic",553,12,1243481.075,231.50244765541
"0809","pc2001__08__09","resolved_reviewed_deterministic",549,12,1292194.97999999,266.409710295606
"0810","pc2001__08__10","resolved_reviewed_deterministic",498,12,1097423.445,138.589348080617
"0811","pc2001__08__11","resolved_reviewed_deterministic",479,12,1569577.05,157.530878254334
"0812","pc2001__08__12","resolved_reviewed_deterministic",1869,48,4876182.89999998,588.87983814036
"0813","pc2001__08__13","resolved_reviewed_deterministic",883,20,2158377.30000001,275.218642617058
"0814","pc2001__08__14","resolved_reviewed_deterministic",789,20,2477839.19499999,237.341061464833
"0815","pc2001__08__15","resolved_reviewed_deterministic",910,20,3134264.25499999,360.914973891207
"0816","pc2001__08__16","resolved_reviewed_deterministic",496,12,574940.830000001,260.737235698203
"0817","pc2001__08__17","resolved_reviewed_deterministic",707,16,2026318.875,242.765955626719
"0818","pc2001__08__18","resolved_reviewed_deterministic",662,16,1460686.895,228.877291582453
"0819","pc2001__08__19","resolved_reviewed_deterministic",506,12,964344.080000001,204.552419396885
"0820","pc2001__08__20","resolved_reviewed_deterministic",587,16,1710817.48,288.0821784844
"0821","pc2001__08__21","resolved_reviewed_deterministic",851,20,2194903.935,373.930809681918
"0822","pc2001__08__22","resolved_reviewed_deterministic",472,12,1324822.775,226.39232145634
"0823","pc2001__08__23","resolved_reviewed_deterministic",405,12,907884.730000002,138.393824671297
"0824","pc2001__08__24","resolved_reviewed_deterministic",569,16,2253236.24,304.022432025894
"0825","pc2001__08__25","resolved_reviewed_deterministic",508,12,1071820.735,259.000102271853
"0826","pc2001__08__26","resolved_reviewed_deterministic",747,20,2893194.87499999,281.36777927224
"0827","pc2001__08__27","resolved_reviewed_deterministic",429,12,1214834.21,183.849564034069
"0828","pc2001__08__28","resolved_reviewed_deterministic",646,16,1794886.71,227.528794842343
"0829","pc2001__08__29","resolved_reviewed_deterministic",602,16,2054731.13,316.363780174719
"0830","pc2001__08__30","resolved_reviewed_deterministic",616,16,1924723.89,303.803024334692
"0831","pc2001__08__31","resolved_reviewed_deterministic",423,12,1035571.315,148.913529814604
"0832","pc2001__08__32","resolved_reviewed_deterministic",495,12,1325969.565,203.97266408858
"0901","pc2001__09__01","resolved_reviewed_deterministic",934,20,3167199.93,345.735107925876
"0902","pc2001__09__02","resolved_reviewed_deterministic",1078,24,3372974.71499999,400.604377474181
"0903","pc2001__09__03","resolved_reviewed_deterministic",912,20,2526182.81000001,269.378841798171
"0904","pc2001__09__04","resolved_reviewed_deterministic",1139,24,3616909.39999999,411.127038918877
"0905","pc2001__09__05","resolved_reviewed_deterministic",639,12,2162513.485,236.499295764751
"0906","pc2001__09__06","resolved_reviewed_deterministic",500,12,1224485.125,171.870003334044
"0907","pc2001__09__07","resolved_reviewed_deterministic",772,20,2805345.25,211.03506519878
"0908","pc2001__09__08","resolved_reviewed_deterministic",563,12,1193092.145,241.482861490364
"0909","pc2001__09__09","resolved_reviewed_deterministic",897,20,4471665.50500001,381.772678228297
"0910","pc2001__09__10","resolved_reviewed_deterministic",521,12,1806742.96,196.503589462311
"0911","pc2001__09__11","resolved_reviewed_deterministic",855,20,3025530.20500001,366.118694818883
"0912","pc2001__09__12","resolved_reviewed_deterministic",715,16,3719977.31000001,299.003757610977
"0913","pc2001__09__13","resolved_reviewed_deterministic",528,12,1460101.625,285.536852218651
"0914","pc2001__09__14","resolved_reviewed_deterministic",717,16,2072234.265,207.270920021025
"0915","pc2001__09__15","resolved_reviewed_deterministic",903,20,3522845.705,320.170996698609
"0916","pc2001__09__16","resolved_reviewed_deterministic",749,16,2433809.785,315.590753370433
"0917","pc2001__09__17","resolved_reviewed_deterministic",713,16,2844799.025,270.025526338136
"0918","pc2001__09__18","resolved_reviewed_deterministic",495,12,1625932.09,169.364163528941
"0919","pc2001__09__19","resolved_reviewed_deterministic",1108,24,2991511.845,336.279861249054
"0920","pc2001__09__20","resolved_reviewed_deterministic",1119,24,4284226.095,554.508746162106
"0921","pc2001__09__21","resolved_reviewed_deterministic",485,12,1986501.57,155.624241188782
"0922","pc2001__09__22","resolved_reviewed_deterministic",583,12,3264547.455,175.467486477776
"0923","pc2001__09__23","resolved_reviewed_deterministic",767,20,3309577.62499999,252.576611496234
"0924","pc2001__09__24","resolved_reviewed_deterministic",762,20,3856492.46499999,325.336001784252
"0925","pc2001__09__25","resolved_reviewed_deterministic",766,20,3133664.935,219.246822731125
"0926","pc2001__09__26","resolved_reviewed_deterministic",607,16,2697476.035,145.912623022674
"0927","pc2001__09__27","resolved_reviewed_deterministic",1035,24,5075807.09,274.686874922945
"0928","pc2001__09__28","resolved_reviewed_deterministic",776,20,3163575.07,268.984395058507
"0929","pc2001__09__29","resolved_reviewed_deterministic",462,11,1440384.34,166.251163288699
"0930","pc2001__09__30","resolved_reviewed_deterministic",526,12,1487340.82,202.305153823003
"0931","pc2001__09__31","resolved_reviewed_deterministic",486,12,1367110.395,180.226883584598
"0932","pc2001__09__32","resolved_reviewed_deterministic",481,12,1201276.995,170.317899018508
"0933","pc2001__09__33","resolved_reviewed_deterministic",442,12,1185815.84,101.84671762147
"0934","pc2001__09__34","resolved_reviewed_deterministic",959,24,3359691,409.537192610694
"0935","pc2001__09__35","resolved_reviewed_deterministic",498,12,1426657.17,249.156961012418
"0936","pc2001__09__36","resolved_reviewed_deterministic",675,16,2099005.84,359.910279072434
"0937","pc2001__09__37","resolved_reviewed_deterministic",515,12,963058.444999999,231.730933356785
"0938","pc2001__09__38","resolved_reviewed_deterministic",510,12,1145303.92,283.397314633172
"0939","pc2001__09__39","resolved_reviewed_deterministic",497,12,655538.94,283.103327094649
"0940","pc2001__09__40","resolved_reviewed_deterministic",461,12,1363954.345,153.623752089055
"0941","pc2001__09__41","resolved_reviewed_deterministic",542,12,813641.55,160.048172593633
"0942","pc2001__09__42","resolved_reviewed_deterministic",531,12,2639951.64000001,151.785480382711
"0943","pc2001__09__43","resolved_reviewed_deterministic",848,20,2404783.27499999,329.256833198059
"0944","pc2001__09__44","resolved_reviewed_deterministic",460,12,1112541.795,144.363264769403
"0945","pc2001__09__45","resolved_reviewed_deterministic",940,24,4599142.505,428.743317084189
"0946","pc2001__09__46","resolved_reviewed_deterministic",873,20,3423322.385,260.060638214484
"0947","pc2001__09__47","resolved_reviewed_deterministic",556,12,1891414.48,197.086329994983
"0948","pc2001__09__48","resolved_reviewed_deterministic",595,12,1794985.41,200.068072559149
"0949","pc2001__09__49","resolved_reviewed_deterministic",927,20,3299718.41999999,304.01831327411
"0950","pc2001__09__50","resolved_reviewed_deterministic",510,12,2575383.845,128.109905512587
"0951","pc2001__09__51","resolved_reviewed_deterministic",521,12,846305.14,84.7724648234232
"0952","pc2001__09__52","resolved_reviewed_deterministic",583,12,2040404.635,163.835329401483
"0953","pc2001__09__53","resolved_reviewed_deterministic",942,20,2514505.195,217.593216407831
"0954","pc2001__09__54","resolved_reviewed_deterministic",646,12,2275341.815,189.104609646961
"0955","pc2001__09__55","resolved_reviewed_deterministic",512,12,1937551.345,187.710996677781
"0956","pc2001__09__56","resolved_reviewed_deterministic",508,12,1543433.24,191.861178555195
"0957","pc2001__09__57","resolved_reviewed_deterministic",553,12,2082572.675,183.619514353259
"0958","pc2001__09__58","resolved_reviewed_deterministic",1044,23,3770290.31000001,428.004173876985
"0959","pc2001__09__59","resolved_reviewed_deterministic",952,20,3331716.43,387.752155736764
"0960","pc2001__09__60","resolved_reviewed_deterministic",951,20,2964374.715,411.522442413472
"0961","pc2001__09__61","resolved_reviewed_deterministic",1055,20,3660635.94,368.945041219769
"0962","pc2001__09__62","resolved_reviewed_deterministic",544,12,1571037.83,247.321754133524
"0963","pc2001__09__63","resolved_reviewed_deterministic",933,20,2200141.00999999,291.781286367345
"0964","pc2001__09__64","resolved_reviewed_deterministic",1024,20,3809263.65000001,455.785404207142
"0965","pc2001__09__65","resolved_reviewed_deterministic",922,20,2790489.74499999,237.366382380817
"0966","pc2001__09__66","resolved_reviewed_deterministic",485,12,1519464.94,153.596094616431
"0967","pc2001__09__67","resolved_reviewed_deterministic",900,20,2841427.12,408.107439027136
"0968","pc2001__09__68","resolved_reviewed_deterministic",561,12,1279391.29,210.93001299351
"0969","pc2001__09__69","resolved_reviewed_deterministic",479,12,2433800.305,215.707265024863
"0970","pc2001__09__70","resolved_reviewed_deterministic",477,12,1336430.945,153.546218599313
"1001","pc2001__10__01","resolved_reviewed_deterministic",754,16,3080696.005,216.470314507935
"1002","pc2001__10__02","resolved_reviewed_deterministic",954,20,3780954.49499999,261.698977846796
"1003","pc2001__10__03","resolved_reviewed_deterministic",483,12,509598.97,78.3754900996341
"1004","pc2001__10__04","resolved_reviewed_deterministic",615,16,2505346.77999999,179.126250542979
"1005","pc2001__10__05","resolved_reviewed_deterministic",711,20,3038819.095,212.962161737917
"1006","pc2001__10__06","resolved_reviewed_deterministic",442,12,1580252.89,110.824007424936
"1007","pc2001__10__07","resolved_reviewed_deterministic",605,16,1870616.53,122.714432608194
"1008","pc2001__10__08","resolved_reviewed_deterministic",434,12,1039626.5,118.07205227338
"1009","pc2001__10__09","resolved_reviewed_deterministic",583,16,2200028.00500001,128.784646666615
"1010","pc2001__10__10","resolved_reviewed_deterministic",603,16,2339052.71,145.935114414814
"1011","pc2001__10__11","resolved_reviewed_deterministic",424,12,1386300.455,76.7193215634648
"1012","pc2001__10__12","resolved_reviewed_deterministic",439,12,1432925.98,160.131854330955
"1013","pc2001__10__13","resolved_reviewed_deterministic",731,20,2848560.225,233.40677400233
"1014","pc2001__10__14","resolved_reviewed_deterministic",831,20,3382810.66999998,221.505553096287
"1015","pc2001__10__15","resolved_reviewed_deterministic",809,16,2751426.65500001,137.040885463815
"1016","pc2001__10__16","resolved_reviewed_deterministic",812,16,2628541.42000002,241.46383856107
"1017","pc2001__10__17","resolved_reviewed_deterministic",979,20,3455487.62,350.817025390209
"1018","pc2001__10__18","resolved_reviewed_deterministic",704,16,2876496.165,272.12777322105
"1019","pc2001__10__19","resolved_reviewed_deterministic",845,20,3702831.26,334.00803751291
"1020","pc2001__10__20","resolved_reviewed_deterministic",630,16,2451246.95499999,189.548218856359
"1021","pc2001__10__21","resolved_reviewed_deterministic",526,12,1175664.255,88.5185151015522
"1022","pc2001__10__22","resolved_reviewed_deterministic",472,14,2201276.085,160.406780755427
"1023","pc2001__10__23","resolved_reviewed_deterministic",457,12,1619205.83,159.447170528212
"1024","pc2001__10__24","resolved_reviewed_deterministic",424,11,986670.04,132.454191036394
"1025","pc2001__10__25","resolved_reviewed_deterministic",448,11,722572.954999999,121.778925738256
"1026","pc2001__10__26","resolved_reviewed_deterministic",430,12,412324.130000001,139.277177263266
"1027","pc2001__10__27","resolved_reviewed_deterministic",638,16,1846688.63,137.709404096599
"1028","pc2001__10__28","resolved_reviewed_deterministic",1152,28,5286090.245,398.312244342104
"1029","pc2001__10__29","resolved_reviewed_deterministic",702,16,1917558.465,191.603861965233
"1030","pc2001__10__30","resolved_reviewed_deterministic",558,12,1523793.98,156.666016608577
"1031","pc2001__10__31","resolved_reviewed_deterministic",529,12,1514819.04,123.582677073046
"1032","pc2001__10__32","resolved_reviewed_deterministic",706,16,2248994.84,228.864857493494
"1033","pc2001__10__33","resolved_reviewed_deterministic",460,12,1013111.05,206.69576320536
"1034","pc2001__10__34","resolved_reviewed_deterministic",482,12,1962624.145,123.581793503747
"1035","pc2001__10__35","resolved_reviewed_deterministic",764,20,3711074.73500001,260.829006729923
"1036","pc2001__10__36","resolved_reviewed_deterministic",496,12,1490538.94,114.995822530653
"1037","pc2001__10__37","resolved_reviewed_deterministic",541,12,1464423.475,145.90247756079
"1038",,"unresolved_source_district",316,8,583726.5,151.914033256607
"1101","pc2001__11__01","resolved_reviewed_deterministic",330,12,37026.5,104.016977178469
"1102","pc2001__11__02","resolved_reviewed_deterministic",750,24,117563.34,268.369352375727
"1103","pc2001__11__03","resolved_reviewed_deterministic",770,24,128102.19,316.923920337549
"1104","pc2001__11__04","resolved_reviewed_deterministic",1114,36,250307.53,470.600134209459
"1201","pc2001__12__01","resolved_reviewed_deterministic",252,8,35285.885,121.110469359055
"1202","pc2001__12__02","resolved_reviewed_deterministic",327,10,39785.56,160.568614070689
"1203","pc2001__12__03","resolved_reviewed_deterministic",494,12,76361.825,315.468755087946
"1204","pc2001__12__04","resolved_reviewed_deterministic",1174,32,107345.375,647.120428860948
"1205","pc2001__12__05","resolved_reviewed_deterministic",407,12,78422.88,263.351899947594
"1206","pc2001__12__06","resolved_reviewed_deterministic",396,12,51789.6,239.038489025063
"1207","pc2001__12__07","resolved_reviewed_deterministic",786,20,101632.05,558.949769632504
"1208","pc2001__12__08","resolved_reviewed_deterministic",907,20,91881.7599999997,499.53203412714
"1209","pc2001__12__09","resolved_reviewed_deterministic",155,4,28284.75,66.9925162621639
"1210","pc2001__12__10","resolved_reviewed_deterministic",138,4,12209.445,33.1727967136244
"1211","pc2001__12__11","resolved_reviewed_deterministic",724,18,106933.465,272.36485224942
"1212","pc2001__12__12","resolved_reviewed_deterministic",575,15,125266.495,226.119344652576
"1213","pc2001__12__13","resolved_reviewed_deterministic",736,16,100065.85,293.44143140429
"1214",,"unresolved_source_district",122,4,19884.615,92.7916000054238
"1215",,"unresolved_source_district",293,8,42919.7449999997,213.37370128433
"1216","pc2001__12__10","resolved_reviewed_deterministic",446,12,41674.1400000001,226.507764673888
"1301","pc2001__13__01","resolved_reviewed_deterministic",526,12,93976.2799999999,222.669699376822
"1302","pc2001__13__02","resolved_reviewed_deterministic",464,12,81231.0849999999,212.687143501706
"1303","pc2001__13__03","resolved_reviewed_deterministic",477,12,173656.615,195.391905250102
"1304","pc2001__13__04","resolved_reviewed_deterministic",459,12,65666.1399999999,227.919883951352
"1305","pc2001__13__05","resolved_reviewed_deterministic",465,12,60555.5749999999,182.137808730356
"1306","pc2001__13__06","resolved_reviewed_deterministic",564,16,172393.665,348.649555259991
"1307","pc2001__13__07","resolved_reviewed_deterministic",608,16,175707.465,311.659513128571
"1308","pc2001__13__08","resolved_reviewed_deterministic",481,12,86835.59,205.419635929731
"1309",,"unresolved_source_district",343,8,26079.2349999999,139.271998564648
"1310","pc2001__13__02","resolved_reviewed_deterministic",338,8,49827.315,123.24199377821
"1311","pc2001__13__07","resolved_reviewed_deterministic",340,8,49883.19,151.845805197917
"1401","pc2001__14__01","resolved_reviewed_deterministic",707,16,209703.03,335.61812640463
"1402","pc2001__14__02","resolved_reviewed_deterministic",713,12,102016.635,333.502413818883
"1403","pc2001__14__03","resolved_reviewed_deterministic",923,24,183675.47,354.550762881701
"1404","pc2001__14__04","resolved_reviewed_deterministic",1391,36,201095.965,425.064068902488
"1405","pc2001__14__05","resolved_reviewed_deterministic",2287,60,338247.339999999,937.312766917954
"1406","pc2001__14__06","resolved_reviewed_deterministic",3761,100,469463.470000001,1497.50914756073
"1407","pc2001__14__07","resolved_reviewed_deterministic",1460,40,277230.545,806.716524097595
"1408","pc2001__14__08","resolved_reviewed_deterministic",749,16,143793.285,414.105930896385
"1409","pc2001__14__09","resolved_reviewed_deterministic",684,16,116254,403.818757673368
"1501","pc2001__15__01","resolved_reviewed_deterministic",424,12,57533.8300000001,174.476051907909
"1502","pc2001__15__02","resolved_reviewed_deterministic",370,11,42261.91,161.598837444177
"1503","pc2001__15__03","resolved_reviewed_deterministic",2762,76,263322.960000002,1535.17087885656
"1504","pc2001__15__04","resolved_reviewed_deterministic",885,24,105027.625,315.957025447539
"1505","pc2001__15__05","resolved_reviewed_deterministic",409,12,48668.89,172.241261548311
"1506","pc2001__15__06","resolved_reviewed_deterministic",1065,32,109636.115,461.479632888169
"1507","pc2001__15__07","resolved_reviewed_deterministic",462,12,74203.01,243.493963853925
"1508","pc2001__15__08","resolved_reviewed_deterministic",499,12,48069.2550000001,208.626915682676
"1601","pc2001__16__01","resolved_reviewed_deterministic",3559,112,1554665.655,1385.34755084163
"1602","pc2001__16__02","resolved_reviewed_deterministic",1621,52,736273.869999998,659.194937447525
"1603","pc2001__16__03","resolved_reviewed_deterministic",875,28,343037.005000001,376.227518365254
"1604","pc2001__16__04","resolved_reviewed_deterministic",1453,40,673775.725,533.901397801596
"1701","pc2001__17__01","resolved_reviewed_deterministic",1233,32,523174.554999998,523.4932726294
"1702","pc2001__17__02","resolved_reviewed_deterministic",625,16,272147.095,274.969696890207
"1703","pc2001__17__03","resolved_reviewed_deterministic",505,12,142695.04,213.360520988781
"1704","pc2001__17__04","resolved_reviewed_deterministic",896,20,319767.864999999,458.599088286344
"1705","pc2001__17__05","resolved_reviewed_deterministic",620,16,205583.655,237.649221880181
"1706","pc2001__17__06","resolved_reviewed_deterministic",1608,43,678630.065,702.299340032537
"1707","pc2001__17__07","resolved_reviewed_deterministic",860,20,278599.445,414.962333462538
"1801","pc2001__18__01","resolved_reviewed_deterministic",505,15,731210.160000001,145.971640264034
"1802","pc2001__18__02","resolved_reviewed_deterministic",784,20,2314126.12,203.776621113319
"1803","pc2001__18__03","resolved_reviewed_deterministic",564,16,651919.970000001,188.046140372727
"1804","pc2001__18__04","resolved_reviewed_deterministic",376,12,335691.8,137.417785363618
"1805","pc2001__18__05","resolved_reviewed_deterministic",909,24,1511946.285,372.133444745977
"1806","pc2001__18__06","resolved_reviewed_deterministic",741,20,1421478.56000001,323.197333358103
"1807","pc2001__18__07","resolved_reviewed_deterministic",398,12,655015.745000002,127.564781705334
"1808","pc2001__18__08","resolved_reviewed_deterministic",619,16,633709.14,207.78348883034
"1809","pc2001__18__09","resolved_reviewed_deterministic",676,16,1148781.525,150.052224451611
"1810","pc2001__18__10","resolved_reviewed_deterministic",1005,24,2330560.34,355.748335459064
"1811","pc2001__18__11","resolved_reviewed_deterministic",884,24,1614938.82,312.134174419386
"1812","pc2001__18__12","resolved_reviewed_deterministic",583,16,1010454.385,166.836552086571
"1813","pc2001__18__13","resolved_reviewed_deterministic",483,12,711132.340000003,185.87704914893
"1814","pc2001__18__14","resolved_reviewed_deterministic",621,16,1129286.99,207.522381149722
"1815","pc2001__18__15","resolved_reviewed_deterministic",596,16,1225348.88,250.806927075937
"1816","pc2001__18__16","resolved_reviewed_deterministic",616,16,1026561.275,250.082176091899
"1817","pc2001__18__17","resolved_reviewed_deterministic",630,16,1039801.23,210.93511110419
"1818","pc2001__18__18","resolved_reviewed_deterministic",531,16,759579.995000001,147.683319127677
"1819","pc2001__18__19","resolved_reviewed_deterministic",660,16,888001.890000003,319.838269693073
"1820","pc2001__18__20","resolved_reviewed_deterministic",466,12,277796.865,233.43370680548
"1821","pc2001__18__21","resolved_reviewed_deterministic",746,20,1333523.13,446.689193895795
"1822","pc2001__18__22","resolved_reviewed_deterministic",646,16,1109255.645,218.005029712884
"1823","pc2001__18__23","resolved_reviewed_deterministic",475,12,522804.385000001,183.003630404653
"1824",,"unresolved_source_district",406,12,370245.665,118.839717125686
"1825",,"unresolved_source_district",319,8,436562.82,155.628729832845
"1826",,"unresolved_source_district",413,12,730870.96,120.477624877054
"1827",,"unresolved_source_district",569,16,628234.825000002,188.282498891675
"1901","pc2001__19__01","resolved_reviewed_deterministic",694,20,1560215.32499999,216.817807415121
"1902","pc2001__19__02","resolved_reviewed_deterministic",1060,32,2893395.06500001,283.756866160531
"1903","pc2001__19__03","resolved_reviewed_deterministic",816,24,2614911.22999999,202.176084975134
"1904","pc2001__19__04","resolved_reviewed_deterministic",903,24,2501115.24,337.592034564608
"1905","pc2001__19__05","resolved_reviewed_deterministic",666,20,1496442.10000001,140.421804167328
"1906","pc2001__19__06","resolved_reviewed_deterministic",1142,32,3508262.12500001,343.373342839894
