"specification_id","adjustment_id","construction_id","fixed_effect","tested_variable","n_excluded_instruments","excluded_instruments","estimate","std.error","p.value","standardized_effect","joint_f","joint_p","n","status","reason","p_holm_within_spec"
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","finance_realestate_business_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",8.61172770312784e-05,5.47442865268344e-05,0.116268565119331,0.101127679052028,2.47458843232166,0.116268565119331,573,"estimated",,0.465074260477324
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","public_social_other_services_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",9.41719212573706e-06,0.000125500348847041,0.940212120576362,0.00342758776703813,0.00563057821402902,0.940212120576361,573,"estimated",,1
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","manager_professional_technical_share",1,"ling_distance_dyen_noncognate_pct",-6.3748888353863e-05,0.000156016534101281,0.682988049645962,-0.0274538925350106,0.166956749301975,0.682988049645962,573,"estimated",,1
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","clerical_service_sales_share",1,"ling_distance_dyen_noncognate_pct",-0.00057984179226266,0.000176605553103502,0.00109061485193973,-0.158186011937337,10.7797904264917,0.00109061485193973,573,"estimated",,0.0109061485193973
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","craft_machine_operator_share",1,"ling_distance_dyen_noncognate_pct",0.00100447611748975,0.000338787825028519,0.00315757451154015,0.167711981440129,8.79070368598853,0.00315757451154014,573,"estimated",,0.0284181706038613
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","elementary_occupation_share",1,"ling_distance_dyen_noncognate_pct",-0.00057669993872447,0.000312924214565782,0.0658701839457804,-0.114220843079431,3.39642062003369,0.0658701839457805,573,"estimated",,0.395221103674682
"state_main__nonzero_mean","state_main","nonzero_mean","state","manufacturing_share_among_main_workers",1,"ling_distance_nonzero_mean",0.00979476095438879,0.00470661401417893,0.0379103898723147,0.114453535333622,4.33082380617331,0.0379103898723147,573,"estimated",,0.303283118978518
"state_main__nonzero_mean","state_main","nonzero_mean","state","construction_share_among_main_workers",1,"ling_distance_nonzero_mean",-0.00103895087689562,0.00133216922354682,0.435803342360581,-0.0462221022240102,0.608234759501982,0.435803342360581,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","trade_share_among_main_workers",1,"ling_distance_nonzero_mean",-0.00119000313987331,0.00114249626168744,0.298083268678313,-0.0491118400368968,1.08489233089279,0.298083268678313,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","transport_communication_share_among_main_workers",1,"ling_distance_nonzero_mean",-2.24575113167111e-05,0.00110550342700955,0.983800349399292,-0.00139487340879538,0.000412670161535405,0.983800349399292,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","finance_realestate_business_share_among_main_workers",1,"ling_distance_nonzero_mean",0.00227936912136898,0.00117361331914235,0.0526476500643698,0.130783247763581,3.77206581739698,0.0526476500643698,573,"estimated",,0.368533550450589
"state_main__nonzero_mean","state_main","nonzero_mean","state","public_social_other_services_share_among_main_workers",1,"ling_distance_nonzero_mean",-0.00125337191929119,0.00266798729715997,0.638705230217996,-0.0242746140936271,0.220694955266334,0.638705230217996,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","manager_professional_technical_share",1,"ling_distance_nonzero_mean",0.00284942368514433,0.00231736866274823,0.219397668061954,0.0659051620328892,1.51190255267204,0.219397668061954,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","clerical_service_sales_share",1,"ling_distance_nonzero_mean",-0.00788256297030512,0.00588087850470452,0.180702086976882,-0.101693023103006,1.79659622645072,0.180702086976882,573,"estimated",,1
"state_main__nonzero_mean","state_main","nonzero_mean","state","craft_machine_operator_share",1,"ling_distance_nonzero_mean",0.0141900797490125,0.00498427071844591,0.00458583427650308,0.106196627814409,8.10525022357158,0.00458583427650309,573,"estimated",,0.0458583427650308
"state_main__nonzero_mean","state_main","nonzero_mean","state","elementary_occupation_share",1,"ling_distance_nonzero_mean",-0.0136744397248954,0.00511737412726197,0.00776981344912233,-0.137557976977352,7.14043622183099,0.00776981344912234,573,"estimated",,0.069928321042101
"state_main__glottolog_mean","state_main","glottolog_mean","state","manufacturing_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",-0.000923649113141979,0.00113070404269454,0.414366328510643,-0.0335380079824612,0.667292348846088,0.414366328510643,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","construction_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",1.28596092077618e-05,0.000353700044550857,0.971011159575335,0.00177777717567751,0.00132185954960705,0.971011159575335,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","trade_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",0.000528344167589102,0.0004118120250545,0.200065086105379,0.0677563326543511,1.64602257476565,0.200065086105379,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","transport_communication_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",0.000145539810370137,0.000349356171443034,0.677144756951524,0.028089877686011,0.173550860105956,0.677144756951524,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","finance_realestate_business_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",0.000259868342792516,0.000250903445178139,0.300802919339818,0.0463324973751303,1.07273760313071,0.300802919339818,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","public_social_other_services_share_among_main_workers",1,"ling_distance_glottolog_nonhindi_mean",5.70828400539906e-05,0.000926805262857588,0.950911914865173,0.00343536448750606,0.0037934482385938,0.950911914865173,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","manager_professional_technical_share",1,"ling_distance_glottolog_nonhindi_mean",0.000400926850830586,0.000846204829285347,0.635842965191375,0.0288152518902613,0.224480843958224,0.635842965191375,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","clerical_service_sales_share",1,"ling_distance_glottolog_nonhindi_mean",-0.00181993730694542,0.00169258633609142,0.282759107946286,-0.0729583514860215,1.15614204216676,0.282759107946286,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","craft_machine_operator_share",1,"ling_distance_glottolog_nonhindi_mean",-0.00201375101959984,0.00314792441634041,0.522640731110741,-0.0468302567493564,0.409225751005413,0.522640731110741,573,"estimated",,1
"state_main__glottolog_mean","state_main","glottolog_mean","state","elementary_occupation_share",1,"ling_distance_glottolog_nonhindi_mean",-4.01415458107441e-05,0.00177956616338253,0.982012239564852,-0.00125477312133651,0.000508815000596613,0.982012239564852,573,"estimated",,1
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","manufacturing_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",0.000544719634967919,0.0001898738159125,0.00428488456609914,0.119669980565553,8.23030449831341,0.00428488456609914,573,"estimated",,0.0342790765287931
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","construction_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",-3.604235638842e-05,5.64325928059595e-05,0.523308726998285,-0.0301470399196692,0.407911871120301,0.523308726998285,573,"estimated",,1
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","trade_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",-0.000118384722845522,4.49746841560456e-05,0.00873081081556496,-0.0918566451722665,6.92875299421882,0.00873081081556496,573,"estimated",,0.0611156757089547
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","transport_communication_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",-3.34851050668597e-05,4.00441932765188e-05,0.403419264084095,-0.039102241491349,0.699236731699037,0.403419264084095,573,"estimated",,1
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","finance_realestate_business_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",0.000112711300476862,6.15240134473588e-05,0.0675172895630495,0.121585486774872,3.35618277931972,0.0675172895630494,573,"estimated",,0.337586447815247
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","public_social_other_services_share_among_main_workers",1,"ling_distance_dyen_noncognate_pct",-5.81549112610027e-05,0.000126255012492323,0.64526509195953,-0.021175593477574,0.212165876743865,0.64526509195953,573,"estimated",,1
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","manager_professional_technical_share",1,"ling_distance_dyen_noncognate_pct",-8.25502373100032e-05,9.2687734336928e-05,0.373535496117537,-0.0358969498125211,0.793217193796651,0.373535496117537,573,"estimated",,1
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","clerical_service_sales_share",1,"ling_distance_dyen_noncognate_pct",-0.00074164966805413,0.000241228294703092,0.00221803859944286,-0.179886816309522,9.45237885321858,0.00221803859944286,573,"estimated",,0.0199623473949857
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","craft_machine_operator_share",1,"ling_distance_dyen_noncognate_pct",0.00108296043406668,0.000298087354218245,0.000307524854536146,0.152375554719603,13.1989102367785,0.000307524854536146,573,"estimated",,0.00307524854536146
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","elementary_occupation_share",1,"ling_distance_dyen_noncognate_pct",-0.0004398197848672,0.000227302557194457,0.053530801475034,-0.0831817054411457,3.74404345128784,0.053530801475034,573,"estimated",,0.321184808850204
