source_unit,target_2001,weight,basis,reference_year,source_id,status,note
pc2011__03__037,pc2001__03__04,0.999970749984118,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__037,pc2001__03__10,2.92500158818445e-05,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__038,pc2001__03__01,0.000407788444145214,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__038,pc2001__03__05,0.999592211555855,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__039,pc2001__03__06,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__040,pc2001__03__08,0.999123912832671,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__040,pc2001__03__17,0.000876087167329217,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__041,pc2001__03__09,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__042,pc2001__03__10,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__043,pc2001__03__11,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__046,pc2001__03__14,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__048,pc2001__03__17,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__049,pc2001__03__02,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__050,pc2001__03__02,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__051,pc2001__03__07,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__052,pc2001__03__07,0.622244431378916,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__052,pc2001__03__17,0.377755568621084,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__03__054,pc2001__03__16,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__056,pc2001__05__01,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__057,pc2001__05__02,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__058,pc2001__05__03,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__059,pc2001__05__04,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__060,pc2001__05__05,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__061,pc2001__05__06,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__062,,,population_renormalization_rejected_below_99pct_mapped,2011,shrug_pc_keys,rejected,Reviewed and rejected for renormalized sensitivity allocation because less than 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge. No target weight is fabricated; the source remains excluded from preferred and sensitivity crosswalks.
pc2011__05__063,pc2001__05__08,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__064,pc2001__05__08,0.00379574946767907,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__064,pc2001__05__09,0.996204250532321,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__065,pc2001__05__10,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__066,,,population_renormalization_rejected_below_99pct_mapped,2011,shrug_pc_keys,rejected,Reviewed and rejected for renormalized sensitivity allocation because less than 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge. No target weight is fabricated; the source remains excluded from preferred and sensitivity crosswalks.
pc2011__05__067,pc2001__05__11,0.000794951752028535,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__067,pc2001__05__12,0.999205048247972,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__05__068,pc2001__05__13,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__069,pc2001__06__01,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__070,pc2001__06__02,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__071,pc2001__06__03,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__072,pc2001__06__04,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__074,,,population_renormalization_rejected_below_99pct_mapped,2011,shrug_pc_keys,rejected,Reviewed and rejected for renormalized sensitivity allocation because less than 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge. No target weight is fabricated; the source remains excluded from preferred and sensitivity crosswalks.
pc2011__06__075,pc2001__06__07,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__076,pc2001__06__08,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__079,pc2001__06__11,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__080,pc2001__06__12,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__081,pc2001__06__13,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__083,pc2001__06__15,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__084,pc2001__06__16,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__085,pc2001__06__17,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__086,pc2001__06__18,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__087,pc2001__06__18,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__088,pc2001__06__19,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__06__089,pc2001__06__19,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__099,pc2001__08__01,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__100,pc2001__08__02,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__101,pc2001__08__03,0.875533982965875,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__101,pc2001__08__04,0.124466017034125,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__102,pc2001__08__04,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__104,pc2001__08__06,0.999278184564749,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__104,pc2001__08__07,0.000397529436237818,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__104,pc2001__08__11,0.000324285999013252,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__105,pc2001__08__07,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__106,pc2001__08__08,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__107,pc2001__08__09,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__108,pc2001__08__10,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__109,pc2001__08__06,0.00289172693932808,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__109,pc2001__08__09,0.00280389266651854,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__109,pc2001__08__11,0.994304380394153,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__110,pc2001__08__12,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
pc2011__08__111,pc2001__08__13,1,population_renormalized_min_99pct_mapped,2011,shrug_pc_keys,accepted,Sensitivity-only allocation. At least 99% of the Census-2011 source district population is represented in the SHRUG 2001 bridge; mapped population shares are renormalized to sum to one. This decision does not make the source eligible for the deterministic preferred panel.
