state_code_1991,district_code_1991,atlas_column,review_decision,reviewed_speaker_count,expected_page,expected_raw_value,expected_candidate_count,expected_parse_status,expected_alignment_status,review_basis
04,05,5,accept_extracted,,205,"395,063",395063,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 205; printed district-language value matches extraction.
04,05,31,accept_extracted,,207,"104,493",104493,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 207; printed district-language value matches extraction.
04,05,42,accept_extracted,,207,"53,709",53709,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 207; printed district-language value matches extraction.
05,11,5,accept_extracted,,213,621,621,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,11,7,accept_extracted,,213,"1,628,138",1628138,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,11,14,accept_extracted,,213,372,372,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,11,21,accept_extracted,,214,"75,293",75293,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
05,31,7,accept_extracted,,213,"702,875",702875,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,31,102,accept_extracted,,219,"574,166",574166,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 219; printed district-language value matches extraction.
05,34,7,accept_extracted,,213,"2,498,737",2498737,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,34,21,accept_extracted,,214,"211,689",211689,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
05,34,102,accept_extracted,,219,"217,125",217125,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 219; printed district-language value matches extraction.
05,35,7,accept_extracted,,213,"2,188,032",2188032,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
05,35,21,accept_extracted,,214,"145,896",145896,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
05,35,71,accept_extracted,,217,"101,560",101560,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 217; printed district-language value matches extraction.
05,35,102,accept_extracted,,219,"66,644",66644,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 219; printed district-language value matches extraction.
07,08,5,accept_extracted,,213,64,64,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
07,08,6,accept_extracted,,213,"2,130,547",2130547,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
07,08,7,accept_extracted,,213,"19,819",19819,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
07,08,12,accept_extracted,,213,365,365,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
07,08,14,accept_extracted,,213,865,865,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 213; printed district-language value matches extraction.
07,08,16,accept_extracted,,214,193,193,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
07,08,18,accept_extracted,,214,"4,546",4546,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
07,08,19,accept_extracted,,214,109,109,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
07,08,21,accept_extracted,,214,"5,724",5724,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 214; printed district-language value matches extraction.
07,08,38,accept_extracted,,215,153,153,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 215; printed district-language value matches extraction.
07,08,39,accept_extracted,,215,145,145,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 215; printed district-language value matches extraction.
13,01,7,accept_extracted,,221,"1,691,186",1691186,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,01,21,accept_extracted,,222,"12,695",12695,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,04,6,accept_extracted,,221,121,121,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,04,7,accept_extracted,,221,"389,333",389333,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,04,14,accept_extracted,,221,137,137,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,04,16,accept_extracted,,222,280,280,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,04,18,accept_extracted,,222,"3,474",3474,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,04,21,accept_extracted,,222,"2,764",2764,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,04,71,accept_extracted,,225,125,125,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 225; printed district-language value matches extraction.
13,17,6,accept_extracted,,221,"8,569",8569,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,17,7,accept_extracted,,221,"786,932",786932,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,17,14,accept_extracted,,221,"4,337",4337,parsed,population_validated_row,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 221; printed district-language value matches extraction.
13,17,16,accept_extracted,,222,"1,798",1798,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,17,18,accept_extracted,,222,"3,863",3863,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,17,21,accept_extracted,,222,"53,583",53583,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,17,27,accept_extracted,,222,109.986,109986,parsed,exact_label,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 222; printed district-language value matches extraction.
13,17,73,accept_extracted,,226,"2,577",2577,parsed,bounded_equal_gap,Direct visual review of Language Atlas of India 1991 Annexure IV PDF page 226; printed district-language value matches extraction.
