"state_std","district_std","source_year","district_key","source","match_status","possible_false_positive","many_to_many"
"09","45",2001,"2001__09__45","2001","source_key_unmatched",FALSE,FALSE
"09","46",2001,"2001__09__46","2001","source_key_unmatched",FALSE,FALSE
"09","47",2001,"2001__09__47","2001","source_key_unmatched",FALSE,FALSE
"09","48",2001,"2001__09__48","2001","source_key_unmatched",FALSE,FALSE
"09","49",2001,"2001__09__49","2001","source_key_unmatched",FALSE,FALSE
"09","50",2001,"2001__09__50","2001","source_key_unmatched",FALSE,FALSE
"09","51",2001,"2001__09__51","2001","source_key_unmatched",FALSE,FALSE
"09","52",2001,"2001__09__52","2001","source_key_unmatched",FALSE,FALSE
"09","53",2001,"2001__09__53","2001","source_key_unmatched",FALSE,FALSE
"09","54",2001,"2001__09__54","2001","source_key_unmatched",FALSE,FALSE
"09","55",2001,"2001__09__55","2001","source_key_unmatched",FALSE,FALSE
"09","56",2001,"2001__09__56","2001","source_key_unmatched",FALSE,FALSE
"09","57",2001,"2001__09__57","2001","source_key_unmatched",FALSE,FALSE
"09","58",2001,"2001__09__58","2001","source_key_unmatched",FALSE,FALSE
"09","59",2001,"2001__09__59","2001","source_key_unmatched",FALSE,FALSE
"09","60",2001,"2001__09__60","2001","source_key_unmatched",FALSE,FALSE
"09","61",2001,"2001__09__61","2001","source_key_unmatched",FALSE,FALSE
"09","62",2001,"2001__09__62","2001","source_key_unmatched",FALSE,FALSE
"09","63",2001,"2001__09__63","2001","source_key_unmatched",FALSE,FALSE
"09","64",2001,"2001__09__64","2001","source_key_unmatched",FALSE,FALSE
"09","65",2001,"2001__09__65","2001","source_key_unmatched",FALSE,FALSE
"09","66",2001,"2001__09__66","2001","source_key_unmatched",FALSE,FALSE
"09","67",2001,"2001__09__67","2001","source_key_unmatched",FALSE,FALSE
"09","68",2001,"2001__09__68","2001","source_key_unmatched",FALSE,FALSE
"09","69",2001,"2001__09__69","2001","source_key_unmatched",FALSE,FALSE
"09","70",2001,"2001__09__70","2001","source_key_unmatched",FALSE,FALSE
"10","01",2001,"2001__10__01","2001","source_key_unmatched",FALSE,FALSE
"10","02",2001,"2001__10__02","2001","source_key_unmatched",FALSE,FALSE
"10","03",2001,"2001__10__03","2001","source_key_unmatched",FALSE,FALSE
"10","04",2001,"2001__10__04","2001","source_key_unmatched",FALSE,FALSE
"10","05",2001,"2001__10__05","2001","source_key_unmatched",FALSE,FALSE
"10","06",2001,"2001__10__06","2001","source_key_unmatched",FALSE,FALSE
"10","07",2001,"2001__10__07","2001","source_key_unmatched",FALSE,FALSE
"10","08",2001,"2001__10__08","2001","source_key_unmatched",FALSE,FALSE
"10","09",2001,"2001__10__09","2001","source_key_unmatched",FALSE,FALSE
"10","10",2001,"2001__10__10","2001","source_key_unmatched",FALSE,FALSE
"10","11",2001,"2001__10__11","2001","source_key_unmatched",FALSE,FALSE
"10","12",2001,"2001__10__12","2001","source_key_unmatched",FALSE,FALSE
"10","13",2001,"2001__10__13","2001","source_key_unmatched",FALSE,FALSE
"10","14",2001,"2001__10__14","2001","source_key_unmatched",FALSE,FALSE
"10","15",2001,"2001__10__15","2001","source_key_unmatched",FALSE,FALSE
"10","16",2001,"2001__10__16","2001","source_key_unmatched",FALSE,FALSE
"10","17",2001,"2001__10__17","2001","source_key_unmatched",FALSE,FALSE
"10","18",2001,"2001__10__18","2001","source_key_unmatched",FALSE,FALSE
"10","19",2001,"2001__10__19","2001","source_key_unmatched",FALSE,FALSE
"10","20",2001,"2001__10__20","2001","source_key_unmatched",FALSE,FALSE
"10","21",2001,"2001__10__21","2001","source_key_unmatched",FALSE,FALSE
"10","22",2001,"2001__10__22","2001","source_key_unmatched",FALSE,FALSE
"10","23",2001,"2001__10__23","2001","source_key_unmatched",FALSE,FALSE
"10","24",2001,"2001__10__24","2001","source_key_unmatched",FALSE,FALSE
"10","25",2001,"2001__10__25","2001","source_key_unmatched",FALSE,FALSE
"10","26",2001,"2001__10__26","2001","source_key_unmatched",FALSE,FALSE
"10","27",2001,"2001__10__27","2001","source_key_unmatched",FALSE,FALSE
"10","28",2001,"2001__10__28","2001","source_key_unmatched",FALSE,FALSE
"10","29",2001,"2001__10__29","2001","source_key_unmatched",FALSE,FALSE
"10","30",2001,"2001__10__30","2001","source_key_unmatched",FALSE,FALSE
"10","31",2001,"2001__10__31","2001","source_key_unmatched",FALSE,FALSE
"10","32",2001,"2001__10__32","2001","source_key_unmatched",FALSE,FALSE
"10","33",2001,"2001__10__33","2001","source_key_unmatched",FALSE,FALSE
"10","34",2001,"2001__10__34","2001","source_key_unmatched",FALSE,FALSE
"10","35",2001,"2001__10__35","2001","source_key_unmatched",FALSE,FALSE
"10","36",2001,"2001__10__36","2001","source_key_unmatched",FALSE,FALSE
"10","37",2001,"2001__10__37","2001","source_key_unmatched",FALSE,FALSE
"11","01",2001,"2001__11__01","2001","source_key_unmatched",FALSE,FALSE
"11","02",2001,"2001__11__02","2001","source_key_unmatched",FALSE,FALSE
"11","03",2001,"2001__11__03","2001","source_key_unmatched",FALSE,FALSE
"11","04",2001,"2001__11__04","2001","source_key_unmatched",FALSE,FALSE
"12","01",2001,"2001__12__01","2001","source_key_unmatched",FALSE,FALSE
"12","02",2001,"2001__12__02","2001","source_key_unmatched",FALSE,FALSE
"12","03",2001,"2001__12__03","2001","source_key_unmatched",FALSE,FALSE
"12","04",2001,"2001__12__04","2001","source_key_unmatched",FALSE,FALSE
"12","05",2001,"2001__12__05","2001","source_key_unmatched",FALSE,FALSE
"12","06",2001,"2001__12__06","2001","source_key_unmatched",FALSE,FALSE
"12","07",2001,"2001__12__07","2001","source_key_unmatched",FALSE,FALSE
"12","08",2001,"2001__12__08","2001","source_key_unmatched",FALSE,FALSE
"12","09",2001,"2001__12__09","2001","source_key_unmatched",FALSE,FALSE
"12","10",2001,"2001__12__10","2001","source_key_unmatched",FALSE,FALSE
"12","11",2001,"2001__12__11","2001","source_key_unmatched",FALSE,FALSE
"12","12",2001,"2001__12__12","2001","source_key_unmatched",FALSE,FALSE
"12","13",2001,"2001__12__13","2001","source_key_unmatched",FALSE,FALSE
"13","01",2001,"2001__13__01","2001","source_key_unmatched",FALSE,FALSE
"13","02",2001,"2001__13__02","2001","source_key_unmatched",FALSE,FALSE
"13","03",2001,"2001__13__03","2001","source_key_unmatched",FALSE,FALSE
"13","04",2001,"2001__13__04","2001","source_key_unmatched",FALSE,FALSE
"13","05",2001,"2001__13__05","2001","source_key_unmatched",FALSE,FALSE
"13","06",2001,"2001__13__06","2001","source_key_unmatched",FALSE,FALSE
"13","07",2001,"2001__13__07","2001","source_key_unmatched",FALSE,FALSE
"13","08",2001,"2001__13__08","2001","source_key_unmatched",FALSE,FALSE
"14","01",2001,"2001__14__01","2001","source_key_unmatched",FALSE,FALSE
"14","02",2001,"2001__14__02","2001","source_key_unmatched",FALSE,FALSE
"14","03",2001,"2001__14__03","2001","source_key_unmatched",FALSE,FALSE
"14","04",2001,"2001__14__04","2001","source_key_unmatched",FALSE,FALSE
"14","05",2001,"2001__14__05","2001","source_key_unmatched",FALSE,FALSE
"14","06",2001,"2001__14__06","2001","source_key_unmatched",FALSE,FALSE
"14","07",2001,"2001__14__07","2001","source_key_unmatched",FALSE,FALSE
"14","08",2001,"2001__14__08","2001","source_key_unmatched",FALSE,FALSE
"14","09",2001,"2001__14__09","2001","source_key_unmatched",FALSE,FALSE
"15","01",2001,"2001__15__01","2001","source_key_unmatched",FALSE,FALSE
"15","02",2001,"2001__15__02","2001","source_key_unmatched",FALSE,FALSE
"15","03",2001,"2001__15__03","2001","source_key_unmatched",FALSE,FALSE
"15","04",2001,"2001__15__04","2001","source_key_unmatched",FALSE,FALSE
"15","05",2001,"2001__15__05","2001","source_key_unmatched",FALSE,FALSE
"15","06",2001,"2001__15__06","2001","source_key_unmatched",FALSE,FALSE
"15","07",2001,"2001__15__07","2001","source_key_unmatched",FALSE,FALSE
"15","08",2001,"2001__15__08","2001","source_key_unmatched",FALSE,FALSE
"16","01",2001,"2001__16__01","2001","source_key_unmatched",FALSE,FALSE
"16","02",2001,"2001__16__02","2001","source_key_unmatched",FALSE,FALSE
"16","03",2001,"2001__16__03","2001","source_key_unmatched",FALSE,FALSE
"16","04",2001,"2001__16__04","2001","source_key_unmatched",FALSE,FALSE
"17","01",2001,"2001__17__01","2001","source_key_unmatched",FALSE,FALSE
"17","02",2001,"2001__17__02","2001","source_key_unmatched",FALSE,FALSE
"17","03",2001,"2001__17__03","2001","source_key_unmatched",FALSE,FALSE
"17","04",2001,"2001__17__04","2001","source_key_unmatched",FALSE,FALSE
"17","05",2001,"2001__17__05","2001","source_key_unmatched",FALSE,FALSE
"17","06",2001,"2001__17__06","2001","source_key_unmatched",FALSE,FALSE
"17","07",2001,"2001__17__07","2001","source_key_unmatched",FALSE,FALSE
"18","01",2001,"2001__18__01","2001","source_key_unmatched",FALSE,FALSE
"18","02",2001,"2001__18__02","2001","source_key_unmatched",FALSE,FALSE
"18","03",2001,"2001__18__03","2001","source_key_unmatched",FALSE,FALSE
"18","04",2001,"2001__18__04","2001","source_key_unmatched",FALSE,FALSE
"18","05",2001,"2001__18__05","2001","source_key_unmatched",FALSE,FALSE
"18","06",2001,"2001__18__06","2001","source_key_unmatched",FALSE,FALSE
"18","07",2001,"2001__18__07","2001","source_key_unmatched",FALSE,FALSE
"18","08",2001,"2001__18__08","2001","source_key_unmatched",FALSE,FALSE
"18","09",2001,"2001__18__09","2001","source_key_unmatched",FALSE,FALSE
"18","10",2001,"2001__18__10","2001","source_key_unmatched",FALSE,FALSE
"18","11",2001,"2001__18__11","2001","source_key_unmatched",FALSE,FALSE
"18","12",2001,"2001__18__12","2001","source_key_unmatched",FALSE,FALSE
"18","13",2001,"2001__18__13","2001","source_key_unmatched",FALSE,FALSE
"18","14",2001,"2001__18__14","2001","source_key_unmatched",FALSE,FALSE
"18","15",2001,"2001__18__15","2001","source_key_unmatched",FALSE,FALSE
"18","16",2001,"2001__18__16","2001","source_key_unmatched",FALSE,FALSE
"18","17",2001,"2001__18__17","2001","source_key_unmatched",FALSE,FALSE
"18","18",2001,"2001__18__18","2001","source_key_unmatched",FALSE,FALSE
"18","19",2001,"2001__18__19","2001","source_key_unmatched",FALSE,FALSE
"18","20",2001,"2001__18__20","2001","source_key_unmatched",FALSE,FALSE
"18","21",2001,"2001__18__21","2001","source_key_unmatched",FALSE,FALSE
"18","22",2001,"2001__18__22","2001","source_key_unmatched",FALSE,FALSE
"18","23",2001,"2001__18__23","2001","source_key_unmatched",FALSE,FALSE
"19","01",2001,"2001__19__01","2001","source_key_unmatched",FALSE,FALSE
"19","02",2001,"2001__19__02","2001","source_key_unmatched",FALSE,FALSE
"19","03",2001,"2001__19__03","2001","source_key_unmatched",FALSE,FALSE
"19","04",2001,"2001__19__04","2001","source_key_unmatched",FALSE,FALSE
"19","05",2001,"2001__19__05","2001","source_key_unmatched",FALSE,FALSE
"19","06",2001,"2001__19__06","2001","source_key_unmatched",FALSE,FALSE
"19","07",2001,"2001__19__07","2001","source_key_unmatched",FALSE,FALSE
"19","08",2001,"2001__19__08","2001","source_key_unmatched",FALSE,FALSE
"19","09",2001,"2001__19__09","2001","source_key_unmatched",FALSE,FALSE
"19","10",2001,"2001__19__10","2001","source_key_unmatched",FALSE,FALSE
"19","11",2001,"2001__19__11","2001","source_key_unmatched",FALSE,FALSE
"19","12",2001,"2001__19__12","2001","source_key_unmatched",FALSE,FALSE
"19","13",2001,"2001__19__13","2001","source_key_unmatched",FALSE,FALSE
"19","14",2001,"2001__19__14","2001","source_key_unmatched",FALSE,FALSE
"19","15",2001,"2001__19__15","2001","source_key_unmatched",FALSE,FALSE
"19","16",2001,"2001__19__16","2001","source_key_unmatched",FALSE,FALSE
"19","17",2001,"2001__19__17","2001","source_key_unmatched",FALSE,FALSE
"19","18",2001,"2001__19__18","2001","source_key_unmatched",FALSE,FALSE
"20","01",2001,"2001__20__01","2001","source_key_unmatched",FALSE,FALSE
"20","02",2001,"2001__20__02","2001","source_key_unmatched",FALSE,FALSE
"20","03",2001,"2001__20__03","2001","source_key_unmatched",FALSE,FALSE
"20","04",2001,"2001__20__04","2001","source_key_unmatched",FALSE,FALSE
"20","05",2001,"2001__20__05","2001","source_key_unmatched",FALSE,FALSE
"20","06",2001,"2001__20__06","2001","source_key_unmatched",FALSE,FALSE
"20","07",2001,"2001__20__07","2001","source_key_unmatched",FALSE,FALSE
"20","08",2001,"2001__20__08","2001","source_key_unmatched",FALSE,FALSE
"20","09",2001,"2001__20__09","2001","source_key_unmatched",FALSE,FALSE
"20","10",2001,"2001__20__10","2001","source_key_unmatched",FALSE,FALSE
"20","11",2001,"2001__20__11","2001","source_key_unmatched",FALSE,FALSE
"20","12",2001,"2001__20__12","2001","source_key_unmatched",FALSE,FALSE
"20","13",2001,"2001__20__13","2001","source_key_unmatched",FALSE,FALSE
"20","14",2001,"2001__20__14","2001","source_key_unmatched",FALSE,FALSE
"20","15",2001,"2001__20__15","2001","source_key_unmatched",FALSE,FALSE
"20","16",2001,"2001__20__16","2001","source_key_unmatched",FALSE,FALSE
"20","17",2001,"2001__20__17","2001","source_key_unmatched",FALSE,FALSE
"20","18",2001,"2001__20__18","2001","source_key_unmatched",FALSE,FALSE
"21","01",2001,"2001__21__01","2001","source_key_unmatched",FALSE,FALSE
"21","02",2001,"2001__21__02","2001","source_key_unmatched",FALSE,FALSE
"21","03",2001,"2001__21__03","2001","source_key_unmatched",FALSE,FALSE
"21","04",2001,"2001__21__04","2001","source_key_unmatched",FALSE,FALSE
"21","05",2001,"2001__21__05","2001","source_key_unmatched",FALSE,FALSE
"21","06",2001,"2001__21__06","2001","source_key_unmatched",FALSE,FALSE
"21","07",2001,"2001__21__07","2001","source_key_unmatched",FALSE,FALSE
"21","08",2001,"2001__21__08","2001","source_key_unmatched",FALSE,FALSE
"21","09",2001,"2001__21__09","2001","source_key_unmatched",FALSE,FALSE
"21","10",2001,"2001__21__10","2001","source_key_unmatched",FALSE,FALSE
"21","11",2001,"2001__21__11","2001","source_key_unmatched",FALSE,FALSE
"21","12",2001,"2001__21__12","2001","source_key_unmatched",FALSE,FALSE
"21","13",2001,"2001__21__13","2001","source_key_unmatched",FALSE,FALSE
"21","14",2001,"2001__21__14","2001","source_key_unmatched",FALSE,FALSE
"21","15",2001,"2001__21__15","2001","source_key_unmatched",FALSE,FALSE
"21","16",2001,"2001__21__16","2001","source_key_unmatched",FALSE,FALSE
"21","17",2001,"2001__21__17","2001","source_key_unmatched",FALSE,FALSE
"21","18",2001,"2001__21__18","2001","source_key_unmatched",FALSE,FALSE
"21","19",2001,"2001__21__19","2001","source_key_unmatched",FALSE,FALSE
"21","20",2001,"2001__21__20","2001","source_key_unmatched",FALSE,FALSE
"21","21",2001,"2001__21__21","2001","source_key_unmatched",FALSE,FALSE
"21","22",2001,"2001__21__22","2001","source_key_unmatched",FALSE,FALSE
"21","23",2001,"2001__21__23","2001","source_key_unmatched",FALSE,FALSE
"21","24",2001,"2001__21__24","2001","source_key_unmatched",FALSE,FALSE
"21","25",2001,"2001__21__25","2001","source_key_unmatched",FALSE,FALSE
"21","26",2001,"2001__21__26","2001","source_key_unmatched",FALSE,FALSE
"21","27",2001,"2001__21__27","2001","source_key_unmatched",FALSE,FALSE
"21","28",2001,"2001__21__28","2001","source_key_unmatched",FALSE,FALSE
"21","29",2001,"2001__21__29","2001","source_key_unmatched",FALSE,FALSE
"21","30",2001,"2001__21__30","2001","source_key_unmatched",FALSE,FALSE
