"analysis_id","outcome_id","outcome_variable","mechanism_family","tier","denominator","specification_id","adjustment_id","construction_id","fixed_effect","estimate_2sls","std_error_clustered","p_value_clustered","p_value_clustered_holm_within_spec","effective_f","effective_f_critical_value","effective_f_p_value","effective_f_df","reduced_form_joint_f","reduced_form_joint_p","anderson_rubin_f_beta0","anderson_rubin_p_beta0","anderson_rubin_p_beta0_holm_within_spec","ar_95_lower","ar_95_upper","ar_95_empty","ar_95_n_components","ar_95_disconnected","ar_95_contains_zero","ar_95_grid_accepted_min","ar_95_grid_accepted_max","ar_95_left_truncated","ar_95_right_truncated","ar_95_components","n","status","reason"
"economic_census__hired_employment_share_change__region_main__dyen_noncognate","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",0.000352524672670579,0.00510750571200489,0.945013913754968,1,0.89187407036847,23.1085112116065,0.986738794933024,1,0.00477088379657417,0.944973604727462,0.00477088379657424,0.944973604727462,1,,,FALSE,1,FALSE,TRUE,-0.0492446530896428,0.0492446530896428,TRUE,TRUE,"[grid<= -0.0492447, 0.0492447 <=grid]",354,"estimated",
"economic_census__hired_employment_share_change__state_main__nonzero_mean","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",-0.0192466410624505,0.0218358875634961,0.378774311108265,1,1.49332619039482,23.1085112116065,0.973831792260177,1,3.58709137733715,0.0591638656359043,3.58709137733717,0.0591638656359038,0.118327731271808,,,FALSE,2,TRUE,TRUE,-0.0492446530896428,0.0492446530896428,TRUE,TRUE,"[grid<= -0.0492447, 0.000492447] U [0.0285619, 0.0492447 <=grid]",354,"estimated",
"economic_census__hired_employment_share_change__state_main__glottolog_mean","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",-0.000939332120143336,0.0107939850623702,0.930709068526773,1,2.63926265363547,23.1085112116065,0.937939475794993,1,0.00779303987390587,0.929712752725918,0.00779303987390562,0.929712752725919,1,,,FALSE,1,FALSE,TRUE,-0.0492446530896428,0.0492446530896428,TRUE,TRUE,"[grid<= -0.0492447, 0.0492447 <=grid]",354,"estimated",
"economic_census__hired_employment_share_change__state_main__dyen_noncognate","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",-0.0346604246221123,0.0878430246790768,0.6934307525338,1,0.211920271570989,23.1085112116065,0.996698896722529,1,0.923377383565744,0.337341061187476,0.923377383565745,0.337341061187476,0.797505115496253,,,FALSE,1,FALSE,TRUE,-0.0492446530896428,0.0492446530896428,TRUE,TRUE,"[grid<= -0.0492447, 0.0492447 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__region_main__nonzero_mean","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",0.0122595972458267,0.0275419139618345,0.65651512394104,1,0.205952107852765,23.1085112116065,0.996769707711122,1,2.02159132565442,0.156001350930575,2.02159132565445,0.156001350930572,0.624005403722288,,,FALSE,1,FALSE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.0341323 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__region_main__glottolog_mean","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",-0.00493794381077681,0.00468129580223237,0.292261404119836,1,2.3032099904734,23.1085112116065,0.949979877068385,1,3.43552557093482,0.0646820582381206,3.43552557093476,0.064682058238123,0.3620786356554,,,FALSE,2,TRUE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.000170662] U [0.0167248, 0.0341323 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__region_main__dyen_noncognate","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",0.00192840597186241,0.00431544090421963,0.655261837274682,1,0.89187407036847,23.1085112116065,0.986738794933024,1,0.243361876867339,0.622109779035722,0.24336187686734,0.622109779035721,1,,,FALSE,1,FALSE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.0341323 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__state_main__nonzero_mean","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",-0.00453347883053688,0.0102565286007311,0.658791820061176,1,1.49332619039482,23.1085112116065,0.973831792260177,1,0.213620433799509,0.644269681867161,0.213620433799509,0.644269681867161,0.644269681867161,,,FALSE,1,FALSE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.0341323 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__state_main__glottolog_mean","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",-0.00551745165787301,0.00539977224442936,0.307677987011618,1,2.63926265363547,23.1085112116065,0.937939475794993,1,1.61140044472489,0.205250291674125,1.6114004447249,0.205250291674124,1,,,FALSE,1,FALSE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.0341323 <=grid]",354,"estimated",
"economic_census__private_employment_share_change__state_main__dyen_noncognate","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",0.0264165558231854,0.0682259588929976,0.69888049945339,1,0.211920271570989,23.1085112116065,0.996698896722529,1,1.24260917560192,0.265835038498752,1.24260917560192,0.265835038498751,0.797505115496253,,,FALSE,1,FALSE,TRUE,-0.0341323252052661,0.0341323252052661,TRUE,TRUE,"[grid<= -0.0341323, 0.0341323 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__region_main__nonzero_mean","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",0.0260075188874912,0.0582459388191921,0.655514127153753,1,0.205952107852765,23.1085112116065,0.996769707711122,1,9.71435827005769,0.00198558487061363,9.71435827005773,0.00198558487061359,0.0119135092236815,,,FALSE,2,TRUE,FALSE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, -0.0057066] U [0.00395072, 0.0438969 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__region_main__glottolog_mean","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",-0.00781996991617714,0.0065372781452937,0.232454811139897,1,2.3032099904734,23.1085112116065,0.949979877068385,1,3.55165625547099,0.0603464392759068,3.55165625547118,0.0603464392759,0.3620786356554,,,FALSE,2,TRUE,TRUE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, 0.000219484] U [0.0188757, 0.0438969 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__region_main__dyen_noncognate","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",-0.0107897197854512,0.0133211867798468,0.418530778288042,1,0.89187407036847,23.1085112116065,0.986738794933024,1,4.42754364554436,0.0361037654655359,4.4275436455446,0.036103765465531,0.180518827327655,,,FALSE,2,TRUE,FALSE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, -0.000658453] U [0.00812092, 0.0438969 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__state_main__nonzero_mean","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",-0.0318784057505961,0.032415825824712,0.326169622761086,1,1.49332619039482,23.1085112116065,0.973831792260177,1,4.68789809257922,0.0311408687543862,4.68789809257922,0.0311408687543862,0.109996613448246,,,FALSE,2,TRUE,FALSE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, -0.00241433] U [0.0384098, 0.0438969 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__state_main__glottolog_mean","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",-0.0104858734511047,0.00944122846172276,0.267583754776212,1,2.63926265363547,23.1085112116065,0.937939475794993,1,2.25231129142302,0.134436092248184,2.25231129142302,0.134436092248184,0.806616553489104,,,FALSE,2,TRUE,TRUE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, 0.00526763] U [0.021729, 0.0438969 <=grid]",354,"estimated",
"economic_census__services_employment_share_change__state_main__dyen_noncognate","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",-0.052094883665143,0.12715614773583,0.682315609826904,1,0.211920271570989,23.1085112116065,0.996698896722529,1,3.1989379471847,0.0746656543092084,3.1989379471847,0.0746656543092084,0.404724513800579,,,FALSE,1,FALSE,TRUE,-0.0438968914959366,0.0438968914959366,TRUE,TRUE,"[grid<= -0.0438969, 0.0438969 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__region_main__nonzero_mean","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",-0.0226575893129255,0.0511325030208216,0.657966725092922,1,0.205952107852765,23.1085112116065,0.996769707711122,1,8.27907489130082,0.00426614555264838,8.27907489130018,0.00426614555264985,0.0213307277632492,,,FALSE,2,TRUE,FALSE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, -0.0030348] U [0.005058, 0.040464 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__region_main__glottolog_mean","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",0.00413790391090197,0.00458029013030407,0.366950859828799,1,2.3032099904734,23.1085112116065,0.949979877068385,1,1.13955683277904,0.286510099095042,1.139556832779,0.286510099095051,1,,,FALSE,1,FALSE,TRUE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, 0.040464 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__region_main__dyen_noncognate","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",0.011938539473394,0.014348113706645,0.40596240579835,1,0.89187407036847,23.1085112116065,0.986738794933024,1,6.35162020301063,0.0121888428609131,6.35162020301078,0.0121888428609121,0.0731330571654726,,,FALSE,2,TRUE,FALSE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, -0.00991368] U [0.00161856, 0.040464 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__state_main__nonzero_mean","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",0.0319737524497045,0.0322032844923514,0.321548989528786,1,1.49332619039482,23.1085112116065,0.973831792260177,1,4.90558693920904,0.0274991533620616,4.90558693920904,0.0274991533620616,0.109996613448246,,,FALSE,2,TRUE,FALSE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, -0.0384408] U [0.0030348, 0.040464 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__state_main__glottolog_mean","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",0.00274585532734974,0.0072229517162593,0.704090082585046,1,2.63926265363547,23.1085112116065,0.937939475794993,1,0.134328104456832,0.714236883293455,0.134328104456832,0.714236883293454,1,,,FALSE,1,FALSE,TRUE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, 0.040464 <=grid]",354,"estimated",
"economic_census__manufacturing_employment_share_change__state_main__dyen_noncognate","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",0.0599985085004483,0.14754907749701,0.684558135563172,1,0.211920271570989,23.1085112116065,0.996698896722529,1,3.36753945663106,0.0674540856334299,3.36753945663106,0.0674540856334299,0.404724513800579,,,FALSE,1,FALSE,TRUE,-0.0404639959768529,0.0404639959768529,TRUE,TRUE,"[grid<= -0.040464, 0.040464 <=grid]",354,"estimated",
