"state_code_1991","district_code_1991","state_code_2001","district_code_2001","panel_unit_id","dist91_state_id","dist91_district_id","parent_population_coverage","expected_target_2001_districts","parent_bridge_status","preferred_vanneman_parent_eligible"
"04","23","18","21","0410","04","23",0.999543806838658,1,"preferred_single_target",TRUE
"05",NA,NA,NA,"0501","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0504","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0507","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0508","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0512","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0514","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0518","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","21","10","06","0520","05","21",0.99471209624245,2,"preferred_historical_parent_split",TRUE
"05","21","10","12","0520","05","21",0.99471209624245,2,"preferred_historical_parent_split",TRUE
"05",NA,NA,NA,"0521","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05",NA,NA,NA,"0523","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","27","10","22","0524","05","27",0.996467746801711,2,"preferred_historical_parent_split",TRUE
"05","27","10","23","0524","05","27",0.996467746801711,2,"preferred_historical_parent_split",TRUE
"05",NA,NA,NA,"0525","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","32","20","12","0526","05","32",0.98987420490878,2,"insufficient_1991_population_coverage",FALSE
"05","32","20","13","0526","05","32",0.98987420490878,2,"insufficient_1991_population_coverage",FALSE
"05",NA,NA,NA,"0528","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","35","20","01","0529","05","35",0.999379077354641,2,"preferred_historical_parent_split",TRUE
"05","35","20","02","0529","05","35",0.999379077354641,2,"preferred_historical_parent_split",TRUE
"05","38","20","14","0530","05","38",0.99931232888237,1,"preferred_single_target",TRUE
"05",NA,NA,NA,"0531","05",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"28",NA,NA,NA,"0600","28",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"29",NA,NA,NA,"0700","29",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"31",NA,NA,NA,"0800","31",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"0900",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"07","01","24","10","1001","07","01",1,1,"preferred_single_target",TRUE
"07","02","24","09","1002","07","02",1,1,"preferred_single_target",TRUE
"07","03","24","08","1003","07","03",0.99999833781569,1,"preferred_single_target",TRUE
"07","04","24","13","1004","07","04",0.999941244614455,2,"merger_requires_amalgamation",FALSE
"07","04","24","14","1004","07","04",0.999941244614455,2,"merger_requires_amalgamation",FALSE
"07","05","24","12","1005","07","05",0.999984495402887,4,"merger_requires_amalgamation",FALSE
"07","05","24","13","1005","07","05",0.999984495402887,4,"merger_requires_amalgamation",FALSE
"07","05","24","20","1005","07","05",0.999984495402887,4,"merger_requires_amalgamation",FALSE
"07","05","24","25","1005","07","05",0.999984495402887,4,"merger_requires_amalgamation",FALSE
"07","06","24","11","1006","07","06",0.999846397626739,2,"merger_requires_amalgamation",FALSE
"07","06","24","12","1006","07","06",0.999846397626739,2,"merger_requires_amalgamation",FALSE
"07","07","24","01","1007","07","07",0.999727540662925,1,"preferred_single_target",TRUE
"07","08","24","02","1008","07","08",1,2,"merger_requires_amalgamation",FALSE
"07","08","24","03","1008","07","08",1,2,"merger_requires_amalgamation",FALSE
"07","09","24","05","1009","07","09",0.999881699747133,1,"preferred_single_target",TRUE
"07",NA,NA,NA,"1010","07",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"07","11","24","06","1011","07","11",1,1,"merger_requires_amalgamation",FALSE
"07","12","24","06","1012","07","12",1,2,"merger_requires_amalgamation",FALSE
"07","12","24","07","1012","07","12",1,2,"merger_requires_amalgamation",FALSE
"07","13","24","06","1013","07","13",1,3,"merger_requires_amalgamation",FALSE
"07","13","24","15","1013","07","13",1,3,"merger_requires_amalgamation",FALSE
"07","13","24","16","1013","07","13",1,3,"merger_requires_amalgamation",FALSE
"07","14","24","17","1014","07","14",0.99996380330513,2,"preferred_historical_parent_split",TRUE
"07","14","24","18","1014","07","14",0.99996380330513,2,"preferred_historical_parent_split",TRUE
"07","15","24","19","1015","07","15",0.999993502491632,2,"merger_requires_amalgamation",FALSE
"07","15","24","20","1015","07","15",0.999993502491632,2,"merger_requires_amalgamation",FALSE
"07","16","24","13","1016","07","16",0.99807974025722,3,"merger_requires_amalgamation",FALSE
"07","16","24","20","1016","07","16",0.99807974025722,3,"merger_requires_amalgamation",FALSE
"07","16","24","21","1016","07","16",0.99807974025722,3,"merger_requires_amalgamation",FALSE
"07",NA,NA,NA,"1017","07",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"07","19","24","23","1019","07","19",1,1,"preferred_single_target",TRUE
"08","01","06","01","1101","08","01",0.998750692412076,2,"preferred_historical_parent_split",TRUE
"08","01","06","02","1101","08","01",0.998750692412076,2,"preferred_historical_parent_split",TRUE
"08",NA,NA,NA,"1103","08",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"08","14","06","05","1104","08","14",1,3,"merger_requires_amalgamation",FALSE
"08","14","06","06","1104","08","14",1,3,"merger_requires_amalgamation",FALSE
"08","14","06","09","1104","08","14",1,3,"merger_requires_amalgamation",FALSE
"08",NA,NA,NA,"1106","08",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"08",NA,NA,NA,"1108","08",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"08","12","06","16","1109","08","12",1,1,"preferred_single_target",TRUE
"08","13","06","13","1110","08","13",0.999848450538926,1,"merger_requires_amalgamation",FALSE
"08",NA,NA,NA,"1111","08",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"09","01","02","01","1201","09","01",0.993396662988258,1,"preferred_single_target",TRUE
"09",NA,NA,NA,"1202","09",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"09","05","02","08","1205","09","05",0.999869891085143,1,"preferred_single_target",TRUE
"09","06","02","05","1206","09","06",0.999631535415115,1,"preferred_single_target",TRUE
"09","08","02","03","1208","09","08",0.995813894037196,1,"preferred_single_target",TRUE
"09",NA,NA,NA,"1209","09",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"09","11","02","10","1211","09","11",0.999997366036623,1,"preferred_single_target",TRUE
"09","12","02","12","1212","09","12",0.996520275010523,1,"preferred_single_target",TRUE
NA,NA,NA,NA,"1301",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1303",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1305",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1308",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1309",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1310",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1311",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1312",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
NA,NA,NA,NA,"1313",NA,NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"12",NA,NA,NA,"1401","12",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"12","03","32","03","1402","12","03",1,1,"preferred_single_target",TRUE
"12","04","32","04","1403","12","04",1,1,"preferred_single_target",TRUE
"12","05","32","05","1404","12","05",1,1,"preferred_single_target",TRUE
"12",NA,NA,NA,"1405","12",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"12","07","32","07","1406","12","07",1,1,"preferred_single_target",TRUE
"12","08","32","08","1407","12","08",1,1,"merger_requires_amalgamation",FALSE
"12","09","32","08","1408","12","09",1,2,"merger_requires_amalgamation",FALSE
"12","09","32","09","1408","12","09",1,2,"merger_requires_amalgamation",FALSE
"12","10","32","10","1409","12","10",1,1,"preferred_single_target",TRUE
"12",NA,NA,NA,"1410","12",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"12",NA,NA,NA,"1411","12",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"12",NA,NA,NA,"1412","12",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"32",NA,NA,NA,"1500","32",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"13","01","23","01","1601","13","01",0.998812798235148,2,"preferred_historical_parent_split",TRUE
"13","01","23","02","1601","13","01",0.998812798235148,2,"preferred_historical_parent_split",TRUE
"13","02","23","03","1602","13","02",0.999926965489963,1,"preferred_single_target",TRUE
"13","03","23","04","1603","13","03",0.999634718712171,2,"merger_requires_amalgamation",FALSE
"13","03","23","05","1603","13","03",0.999634718712171,2,"merger_requires_amalgamation",FALSE
"13","04","23","05","1604","13","04",0.999992430302006,1,"merger_requires_amalgamation",FALSE
"13","05","23","06","1605","13","05",0.999553767068187,1,"preferred_single_target",TRUE
"13","06","23","07","1606","13","06",0.999195433541723,1,"preferred_single_target",TRUE
"13","07","23","08","1607","13","07",0.999936900487791,1,"preferred_single_target",TRUE
"13","08","23","09","1608","13","08",0.999984230335228,1,"preferred_single_target",TRUE
"13","09","23","10","1609","13","09",0.999838558604681,1,"preferred_single_target",TRUE
"13","10","23","11","1610","13","10",0.999771195240861,1,"preferred_single_target",TRUE
"13","11","23","12","1611","13","11",0.999992116140513,2,"merger_requires_amalgamation",FALSE
"13","11","23","22","1611","13","11",0.999992116140513,2,"merger_requires_amalgamation",FALSE
"13","12","23","13","1612","13","12",0.985701509331203,1,"insufficient_1991_population_coverage",FALSE
"13","13","23","14","1613","13","13",0.999850802611212,1,"preferred_single_target",TRUE
"13","14","23","15","1614","13","14",0.992573675463132,2,"preferred_historical_parent_split",TRUE
"13","14","23","16","1614","13","14",0.992573675463132,2,"preferred_historical_parent_split",TRUE
"13","15","23","17","1615","13","15",0.998345879341389,1,"preferred_single_target",TRUE
"13","16","23","18","1616","13","16",0.999430849134505,2,"preferred_historical_parent_split",TRUE
"13","16","23","19","1616","13","16",0.999430849134505,2,"preferred_historical_parent_split",TRUE
"13","17","23","20","1617","13","17",0.999782594066889,1,"preferred_single_target",TRUE
"13","18","23","21","1618","13","18",1,1,"preferred_single_target",TRUE
"13","19","23","22","1619","13","19",0.999983486231403,1,"merger_requires_amalgamation",FALSE
"13","20","23","23","1620","13","20",0.999849101428023,1,"preferred_single_target",TRUE
"13","21","23","24","1621","13","21",0.999758519322464,1,"preferred_single_target",TRUE
"13","22","23","25","1622","13","22",0.999822299788575,1,"preferred_single_target",TRUE
"13","23","23","26","1623","13","23",0.999697490261261,1,"preferred_single_target",TRUE
"13","24","23","27","1624","13","24",0.998121497755222,2,"preferred_historical_parent_split",TRUE
"13","24","23","28","1624","13","24",0.998121497755222,2,"preferred_historical_parent_split",TRUE
"13","25","23","29","1625","13","25",0.999426974389622,1,"preferred_single_target",TRUE
"13","26","23","30","1626","13","26",1,1,"preferred_single_target",TRUE
"13","27","23","31","1627","13","27",0.99994023009353,1,"preferred_single_target",TRUE
"13",NA,NA,NA,"1629","13",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"13","30","23","34","1630","13","30",0.999870260638341,1,"preferred_single_target",TRUE
"13","31","23","35","1631","13","31",0.999329570916922,1,"preferred_single_target",TRUE
"13","32","23","36","1632","13","32",0.999925416122495,2,"preferred_historical_parent_split",TRUE
"13","32","23","37","1632","13","32",0.999925416122495,2,"preferred_historical_parent_split",TRUE
"13","33","23","38","1633","13","33",0.99998150389211,2,"preferred_historical_parent_split",TRUE
"13","33","23","39","1633","13","33",0.99998150389211,2,"preferred_historical_parent_split",TRUE
"13","34","23","40","1634","13","34",0.999972984029702,1,"preferred_single_target",TRUE
"13","35","23","41","1635","13","35",0.999731270856518,2,"preferred_historical_parent_split",TRUE
"13","35","23","42","1635","13","35",0.999731270856518,2,"preferred_historical_parent_split",TRUE
"13","36","23","43","1636","13","36",0.999760304490618,1,"preferred_single_target",TRUE
"13","37","23","44","1637","13","37",0.999960492286372,1,"preferred_single_target",TRUE
"13","38","23","45","1638","13","38",0.999699623893159,1,"preferred_single_target",TRUE
"13",NA,NA,NA,"1639","13",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"13","40","22","05","1640","13","40",1,4,"merger_requires_amalgamation",FALSE
"13","40","22","06","1640","13","40",1,4,"merger_requires_amalgamation",FALSE
"13","40","22","07","1640","13","40",1,4,"merger_requires_amalgamation",FALSE
"13","40","22","08","1640","13","40",1,4,"merger_requires_amalgamation",FALSE
"13","41","22","03","1641","13","41",0.999986065072627,2,"preferred_historical_parent_split",TRUE
"13","41","22","04","1641","13","41",0.999986065072627,2,"preferred_historical_parent_split",TRUE
"13",NA,NA,NA,"1643","13",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"13","44","22","11","1644","13","44",0.999937235201712,3,"preferred_historical_parent_split",TRUE
"13","44","22","12","1644","13","44",0.999937235201712,3,"preferred_historical_parent_split",TRUE
"13","44","22","13","1644","13","44",0.999937235201712,3,"preferred_historical_parent_split",TRUE
"13","45","22","14","1645","13","45",0.999674048254163,3,"preferred_historical_parent_split",TRUE
"13","45","22","15","1645","13","45",0.999674048254163,3,"preferred_historical_parent_split",TRUE
"13","45","22","16","1645","13","45",0.999674048254163,3,"preferred_historical_parent_split",TRUE
"14","01",NA,NA,"1701","14","01",NA,0,"insufficient_1991_population_coverage",FALSE
"14","02","27","21","1702","14","02",0.999718150310324,1,"preferred_single_target",TRUE
"14","03","27","24","1703","14","03",0.999879157879403,1,"preferred_single_target",TRUE
"14","04","27","32","1704","14","04",1,1,"preferred_single_target",TRUE
"14","06","27","20","1705","14","06",0.997538488091039,1,"preferred_single_target",TRUE
"14","07","27","01","1706","14","07",0.999774853239862,2,"preferred_historical_parent_split",TRUE
"14","07","27","02","1706","14","07",0.999774853239862,2,"preferred_historical_parent_split",TRUE
"14","08","27","03","1707","14","08",0.998270817791503,1,"preferred_single_target",TRUE
"14",NA,NA,NA,"1708","14",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"14","10","27","25","1709","14","10",0.999662096188915,1,"preferred_single_target",TRUE
"14","11","27","31","1710","14","11",0.999123999507147,1,"preferred_single_target",TRUE
"14","12","27","35","1711","14","12",0.999867776764868,1,"preferred_single_target",TRUE
"14","13","27","30","1712","14","13",0.999762876822944,1,"preferred_single_target",TRUE
"14","14","27","34","1713","14","14",0.999067403628916,1,"preferred_single_target",TRUE
"14","15","27","19","1714","14","15",0.99915335172046,1,"preferred_single_target",TRUE
"14","17","27","16","1715","14","17",0.999836753775483,2,"preferred_historical_parent_split",TRUE
"14","17","27","17","1715","14","17",0.999836753775483,2,"preferred_historical_parent_split",TRUE
"14","18","27","27","1716","14","18",0.999998353522803,1,"preferred_single_target",TRUE
"14","19","27","15","1717","14","19",0.999930333966922,1,"preferred_single_target",TRUE
"14","20","27","29","1718","14","20",1,1,"preferred_single_target",TRUE
"14","22","27","04","1719","14","22",0.999790001527262,1,"preferred_single_target",TRUE
"14","23","27","05","1720","14","23",0.999802349361816,2,"preferred_historical_parent_split",TRUE
"14","23","27","06","1720","14","23",0.999802349361816,2,"preferred_historical_parent_split",TRUE
"14","24","27","07","1721","14","24",0.999522795716534,1,"preferred_single_target",TRUE
"14","25","27","14","1722","14","25",0.999768934358062,1,"preferred_single_target",TRUE
"14","26","27","08","1723","14","26",0.997619884755291,1,"preferred_single_target",TRUE
"14","27","27","09","1724","14","27",0.998846897510811,1,"preferred_single_target",TRUE
"14","28","27","10","1725","14","28",0.998950479424984,2,"preferred_historical_parent_split",TRUE
"14","28","27","11","1725","14","28",0.998950479424984,2,"preferred_historical_parent_split",TRUE
"14","29","27","13","1726","14","29",0.997611178021697,1,"preferred_single_target",TRUE
"15",NA,NA,NA,"1800","15",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"16",NA,NA,NA,"1900","16",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"11","01","29","20","2001","11","01",0.999977115663038,1,"preferred_single_target",TRUE
"11","03","29","01","2002","11","03",0.999985007602277,1,"preferred_single_target",TRUE
"11","04","29","12","2003","11","04",0.999683521991185,2,"merger_requires_amalgamation",FALSE
"11","04","29","14","2003","11","04",0.999683521991185,2,"merger_requires_amalgamation",FALSE
"11","05","29","05","2004","11","05",0.990366093259868,1,"preferred_single_target",TRUE
"11","06","29","02","2005","11","06",0.996221810615899,2,"preferred_historical_parent_split",TRUE
"11","06","29","03","2005","11","06",0.996221810615899,2,"preferred_historical_parent_split",TRUE
"11","07","29","17","2006","11","07",0.999637227858087,1,"preferred_single_target",TRUE
"11","08","29","13","2007","11","08",0.999934964939134,2,"merger_requires_amalgamation",FALSE
"11","08","29","14","2007","11","08",0.999934964939134,2,"merger_requires_amalgamation",FALSE
"11","09","29","16","2008","11","09",0.99781521714873,2,"preferred_historical_parent_split",TRUE
"11","09","29","24","2008","11","09",0.99781521714873,2,"preferred_historical_parent_split",TRUE
"11","10","29","08","2009","11","10",0.998751506703104,3,"preferred_historical_parent_split",TRUE
"11","10","29","09","2009","11","10",0.998751506703104,3,"preferred_historical_parent_split",TRUE
"11","10","29","11","2009","11","10",0.998751506703104,3,"preferred_historical_parent_split",TRUE
"11","11","29","04","2010","11","11",0.987974266355839,1,"insufficient_1991_population_coverage",FALSE
"11","12","29","23","2011","11","12",0.997725057782414,1,"preferred_single_target",TRUE
"11","13","29","25","2012","11","13",0.999825981922593,1,"preferred_single_target",TRUE
"11","14","29","19","2013","11","14",0.998508288273641,1,"preferred_single_target",TRUE
"11","15","29","22","2014","11","15",0.998688862752634,1,"preferred_single_target",TRUE
"11","16","29","26","2015","11","16",0.995427495641301,2,"preferred_historical_parent_split",TRUE
"11","16","29","27","2015","11","16",0.995427495641301,2,"preferred_historical_parent_split",TRUE
"11","17","29","06","2016","11","17",0.993135147266147,2,"preferred_historical_parent_split",TRUE
"11","17","29","07","2016","11","17",0.993135147266147,2,"preferred_historical_parent_split",TRUE
"11","18","29","14","2017","11","18",0.999882631686979,2,"merger_requires_amalgamation",FALSE
"11","18","29","15","2017","11","18",0.999882631686979,2,"merger_requires_amalgamation",FALSE
"11","19","29","18","2018","11","19",0.9974075041701,1,"preferred_single_target",TRUE
"11","20","29","10","2019","11","20",0.999809731832803,1,"preferred_single_target",TRUE
"18",NA,NA,NA,"2100","18",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"19","01","21","01","2201","19","01",0.999770241019039,4,"preferred_historical_parent_split",TRUE
"19","01","21","02","2201","19","01",0.999770241019039,4,"preferred_historical_parent_split",TRUE
"19","01","21","03","2201","19","01",0.999770241019039,4,"preferred_historical_parent_split",TRUE
"19","01","21","04","2201","19","01",0.999770241019039,4,"preferred_historical_parent_split",TRUE
"19","02","21","05","2202","19","02",0.999980244622554,1,"preferred_single_target",TRUE
"19","03","21","06","2203","19","03",0.999672054697666,1,"preferred_single_target",TRUE
"19","04","21","07","2204","19","04",0.999495155785445,2,"merger_requires_amalgamation",FALSE
"19","04","21","29","2204","19","04",0.999495155785445,2,"merger_requires_amalgamation",FALSE
"19","05","21","08","2205","19","05",0.999602513846972,3,"merger_requires_amalgamation",FALSE
"19","05","21","09","2205","19","05",0.999602513846972,3,"merger_requires_amalgamation",FALSE
"19","05","21","11","2205","19","05",0.999602513846972,3,"merger_requires_amalgamation",FALSE
"19","06","21","10","2206","19","06",0.999695789952858,5,"merger_requires_amalgamation",FALSE
"19","06","21","11","2206","19","06",0.999695789952858,5,"merger_requires_amalgamation",FALSE
"19","06","21","12","2206","19","06",0.999695789952858,5,"merger_requires_amalgamation",FALSE
"19","06","21","13","2206","19","06",0.999695789952858,5,"merger_requires_amalgamation",FALSE
"19","06","21","19","2206","19","06",0.999695789952858,5,"merger_requires_amalgamation",FALSE
"19","07","21","14","2207","19","07",0.997768052608757,2,"preferred_historical_parent_split",TRUE
"19","07","21","15","2207","19","07",0.997768052608757,2,"preferred_historical_parent_split",TRUE
"19",NA,NA,NA,"2208","19",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"19","09","21","23","2209","19","09",0.99911361965607,2,"preferred_historical_parent_split",TRUE
"19","09","21","24","2209","19","09",0.99911361965607,2,"preferred_historical_parent_split",TRUE
"19","10","21","25","2210","19","10",0.998834738942896,2,"preferred_historical_parent_split",TRUE
"19","10","21","26","2210","19","10",0.998834738942896,2,"preferred_historical_parent_split",TRUE
"19","11","21","27","2211","19","11",0.995963531268228,4,"merger_requires_amalgamation",FALSE
"19","11","21","28","2211","19","11",0.995963531268228,4,"merger_requires_amalgamation",FALSE
"19","11","21","29","2211","19","11",0.995963531268228,4,"merger_requires_amalgamation",FALSE
"19","11","21","30","2211","19","11",0.995963531268228,4,"merger_requires_amalgamation",FALSE
"19","12","21","19","2212","19","12",0.999177140603356,2,"merger_requires_amalgamation",FALSE
"19","12","21","20","2212","19","12",0.999177140603356,2,"merger_requires_amalgamation",FALSE
"19","13","21","16","2213","19","13",0.999536081838081,3,"preferred_historical_parent_split",TRUE
"19","13","21","17","2213","19","13",0.999536081838081,3,"preferred_historical_parent_split",TRUE
"19","13","21","18","2213","19","13",0.999536081838081,3,"preferred_historical_parent_split",TRUE
"33",NA,NA,NA,"2300","33",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"20","01","03","01","2401","20","01",0.993556447418362,1,"merger_requires_amalgamation",FALSE
"20","02","03","02","2402","20","02",0.990953703197374,1,"merger_requires_amalgamation",FALSE
"20","03","03","02","2403","20","03",0.999578856203486,5,"merger_requires_amalgamation",FALSE
"20","03","03","04","2403","20","03",0.999578856203486,5,"merger_requires_amalgamation",FALSE
"20","03","03","10","2403","20","03",0.999578856203486,5,"merger_requires_amalgamation",FALSE
"20","03","03","11","2403","20","03",0.999578856203486,5,"merger_requires_amalgamation",FALSE
"20","03","03","12","2403","20","03",0.999578856203486,5,"merger_requires_amalgamation",FALSE
"20","04","03","09","2404","20","04",1,1,"merger_requires_amalgamation",FALSE
"20","05","03","04","2405","20","05",0.996307285850058,3,"merger_requires_amalgamation",FALSE
"20","05","03","06","2405","20","05",0.996307285850058,3,"merger_requires_amalgamation",FALSE
"20","05","03","09","2405","20","05",0.996307285850058,3,"merger_requires_amalgamation",FALSE
"20","06","03","03","2406","20","06",0.997746376823419,1,"preferred_single_target",TRUE
"20","07","03","01","2407","20","07",0.999898600261104,4,"merger_requires_amalgamation",FALSE
"20","07","03","05","2407","20","07",0.999898600261104,4,"merger_requires_amalgamation",FALSE
"20","07","03","06","2407","20","07",0.999898600261104,4,"merger_requires_amalgamation",FALSE
"20","07","03","09","2407","20","07",0.999898600261104,4,"merger_requires_amalgamation",FALSE
"20","08","03","07","2408","20","08",0.995328041029639,2,"merger_requires_amalgamation",FALSE
"20","08","03","08","2408","20","08",0.995328041029639,2,"merger_requires_amalgamation",FALSE
"20","09","03","07","2409","20","09",0.999302483902333,4,"merger_requires_amalgamation",FALSE
"20","09","03","08","2409","20","09",0.999302483902333,4,"merger_requires_amalgamation",FALSE
"20","09","03","09","2409","20","09",0.999302483902333,4,"merger_requires_amalgamation",FALSE
"20","09","03","17","2409","20","09",0.999302483902333,4,"merger_requires_amalgamation",FALSE
"20","10","03","09","2410","20","10",1,2,"merger_requires_amalgamation",FALSE
"20","10","03","16","2410","20","10",1,2,"merger_requires_amalgamation",FALSE
"20","11","03","14","2411","20","11",0.99970305300667,2,"preferred_historical_parent_split",TRUE
"20","11","03","15","2411","20","11",0.99970305300667,2,"preferred_historical_parent_split",TRUE
"20","12","03","10","2412","20","12",0.997752703425286,3,"merger_requires_amalgamation",FALSE
"20","12","03","12","2412","20","12",0.997752703425286,3,"merger_requires_amalgamation",FALSE
"20","12","03","13","2412","20","12",0.997752703425286,3,"merger_requires_amalgamation",FALSE
"21","01","08","01","2501","21","01",0.995561513016427,2,"preferred_historical_parent_split",TRUE
"21","01","08","02","2501","21","01",0.995561513016427,2,"preferred_historical_parent_split",TRUE
"21","02","08","03","2502","21","02",0.992133984329144,1,"preferred_single_target",TRUE
"21","03","08","04","2503","21","03",0.999893728077366,1,"preferred_single_target",TRUE
"21",NA,NA,NA,"2504","21",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"21","05","08","06","2505","21","05",0.999920240400691,1,"preferred_single_target",TRUE
"21","06","08","07","2506","21","06",0.999942835365854,1,"preferred_single_target",TRUE
"21","08","08","09","2507","21","08",0.999816270561524,3,"merger_requires_amalgamation",FALSE
"21","08","08","10","2507","21","08",0.999816270561524,3,"merger_requires_amalgamation",FALSE
