"predictor","sample_id","period_id","measure_id","fixed_effect","estimate","std.error","p.value","standardized_effect","contains_estimated_source","n","n_states","population_1961","status","predictor_id"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","none",0.000690764101850486,0.000518717701726355,0.184650433015078,0.222452295782752,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","state",0.000870581236048971,0.000517107322543729,0.0941809051997027,0.280360247594912,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","none",0.000861352087465643,0.000318399458015326,0.00748088186797074,0.405118790847767,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","state",0.000744404359459182,0.000126264587564262,2.08692389391511e-08,0.350114893078423,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","none",0.00111654129275735,0.000378944532504456,0.00363985066855324,0.339103506416762,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","state",0.000975444123830067,0.000202027935813507,3.15034847238416e-06,0.296251043154469,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","none",0.000665782664637369,0.000157690459638582,3.83609253374859e-05,0.507235918893732,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","state",0.00078436715466667,0.00027020596266695,0.00421012271032103,0.597581186142946,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","none",-0.000140405422192064,0.000856342051145453,0.869946977263781,-0.0283787837497765,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","state",0.0013255411346359,0.00103031490321977,0.200078992838656,0.267918750030951,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","urban_share","none",0.000986146736158394,0.000341036554464977,0.00430501279430521,0.40768318902597,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","urban_share","state",0.00126405468852088,0.000557777567207445,0.0247524580481807,0.522573190808238,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","main_worker_share","none",0.00019645438409566,0.00018550200177764,0.290999798034306,0.140116220957242,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","main_worker_share","state",-2.10942486874963e-05,0.000251581845196961,0.933281389249429,-0.0150449501222892,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","none",0.000463899190034633,0.000356538606037089,0.194880724867352,0.217055590574669,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","state",0.000878067566476379,0.00039535481717381,0.0277319017937851,0.410842437969688,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","literate_share_population","none",0.000136871678428339,0.000186563035718887,0.464117515919543,0.0688958724414225,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","literate_share_population","state",-0.000379067057259955,0.000298624952152769,0.206116755883438,-0.190807593825195,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","primary_plus_share_population","none",0.00032185473323956,0.000598005571621845,0.591129443924962,0.101903840708328,FALSE,173,16,197438207,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","primary_plus_share_population","state",0.000291704922866417,0.000358798699115681,0.41745457870205,0.0923579768251824,FALSE,173,16,197438207,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","matriculate_plus_share_population","none",0.000933515782008431,0.000190944388713089,2.32278007076037e-06,0.717533601928036,FALSE,173,16,197438207,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","matriculate_plus_share_population","state",0.000701772993067665,0.000157887817873373,1.66158421332156e-05,0.53940780986937,FALSE,173,16,197438207,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","log_population","none",0.000755399235258699,0.00162023424148733,0.641615735156787,0.0909889253127689,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","log_population","state",0.00233398982040801,0.00239555732388937,0.331351629432793,0.281132433735041,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","urban_share","none",0.000729233235043398,0.000343614266905201,0.0351849109634776,0.234768927408763,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","urban_share","state",0.00125437172849586,0.000489514581219191,0.0112979145576528,0.403831711336254,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","main_worker_share","none",0.00028261089750311,0.00027498031872265,0.305446750175821,0.11681398958423,TRUE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","main_worker_share","state",-1.01535963299219e-05,0.000245348627503983,0.967040127900314,-0.00419687317936111,TRUE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","none",0.00105989881388501,0.00108691570399057,0.330797745341097,0.192641786904769,TRUE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","state",0.00221183222376188,0.000627300292235796,0.000548068317324306,0.402011311209245,TRUE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","literate_share_population","none",0.00179935144163631,0.000754198318902195,0.0180808211363198,0.418753301521353,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","literate_share_population","state",0.00116030840914113,0.000191687385086168,9.44835201762231e-09,0.270032282670126,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","primary_plus_share_population","none",0.00393986377355179,0.000890435554052204,1.66975523698661e-05,0.66602559097064,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","primary_plus_share_population","state",0.00274133949769715,0.000453367546929319,9.7653791959217e-09,0.463417611355365,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","matriculate_plus_share_population","none",0.00126420543459775,0.000250206294144998,1.06426910406331e-06,0.593928082530257,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","matriculate_plus_share_population","state",0.00173952932980567,0.00048487131493122,0.00044090531332465,0.81723689131692,FALSE,182,18,206536561,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","log_population","none",0.000496015174607189,0.00229157792465152,0.828874422292112,0.0435895454686627,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","log_population","state",0.00343346796263793,0.0030894191100886,0.268009323897789,0.301731308908293,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","urban_share","none",0.00171550639677679,0.000515734473649484,0.00106132474885676,0.363963830309204,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","urban_share","state",0.00248976614442032,0.000997075894858297,0.0134913228885738,0.528231677946523,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","main_worker_share","none",0.000495090212764423,0.000400968618665187,0.21849490290156,0.165971510507099,TRUE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","main_worker_share","state",-9.36077758300198e-06,0.000365478925202999,0.979597107250917,-0.00313805919591281,TRUE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","none",0.00148811663299188,0.00133218133878442,0.265420471415759,0.233245410659266,TRUE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","state",0.00303495624009028,0.000985039977735803,0.00241303450789467,0.475694981736435,TRUE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","literate_share_population","none",0.00195040075745706,0.000754787120733425,0.0105360641824229,0.363287370899711,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","literate_share_population","state",0.000809377628692847,0.000455541484556414,0.0774319667293472,0.1507570532203,FALSE,187,19,213986430,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","primary_plus_share_population","none",0.00430322751221896,0.00143912167794352,0.00318767262931406,0.59000706923082,FALSE,178,17,204888076,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","primary_plus_share_population","state",0.00302111697592673,0.000289763286953401,9.53740029078291e-20,0.41421941268703,FALSE,178,17,204888076,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","matriculate_plus_share_population","none",0.00218188708798779,0.000373168440969976,2.38265857387977e-08,0.708864912092909,FALSE,178,17,204888076,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","matriculate_plus_share_population","state",0.00243502985119601,0.000602083850641734,8.14066195582497e-05,0.791107491727973,FALSE,178,17,204888076,"estimated","eventual_emie"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","log_population","none",-0.00691784796019111,0.00498125935926096,0.166570874114741,-0.176949164828882,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","log_population","state",-0.00926553500838057,0.00652634871228603,0.157555568243814,-0.236999814228414,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","urban_share","none",0.0017150325481743,0.000880291964377222,0.0528974240091938,0.115193227386925,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","urban_share","state",0.00419153547596098,0.00178747280716069,0.0202052491728903,0.281531974245462,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","main_worker_share","none",-0.000842402505745316,0.00301398099920267,0.780174689794766,-0.0385104550628105,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","main_worker_share","state",-0.00615260677302046,0.00507025030581182,0.226662894464421,-0.281266597660361,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","none",-0.00141120760454086,0.00839159301310475,0.866633865667238,-0.0345050923852336,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","state",0.0121181278035772,0.0114448432873102,0.291206917060674,0.296297382506341,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","literate_share_population","none",-0.00114034597970493,0.00549024561924929,0.835688560747483,-0.0500171643767698,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","literate_share_population","state",0.00106802617761069,0.00130523982860267,0.414374480383086,0.0468451170390145,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","primary_plus_share_population","none",0.0170677280659039,0.0109944424328948,0.122276538304149,0.369348667440496,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","primary_plus_share_population","state",-0.00119036218188665,0.00610480479273927,0.845639553232686,-0.0257596490847366,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","matriculate_plus_share_population","none",0.000754291472606385,0.00147313284392624,0.609239160958339,0.0772230542482118,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","matriculate_plus_share_population","state",-0.000578988441641817,0.000815116718249797,0.478500461885081,-0.0592758336290055,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","log_population","none",-0.00909255675752658,0.00497916592423982,0.0694889545336307,-0.22440343962044,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","log_population","state",-0.00932425894241466,0.0031089256072572,0.00313185469674673,-0.230121827598982,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","urban_share","none",0.00120967178315647,0.001862575279815,0.516867718545942,0.0649296957215309,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","urban_share","state",-0.00237929319551968,0.00572927870635757,0.67847818223261,-0.127709669158596,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","main_worker_share","none",0.000953803830431,0.00281147054575477,0.734813546271269,0.0532963633602688,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","main_worker_share","state",-0.00353344871396615,0.00232551362983909,0.130592311019845,-0.197440983739096,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","none",-0.00324781911098039,0.00457472990624735,0.478655259130499,-0.127075755393323,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","state",0.0105459502492855,0.00210556924267185,1.4131117088867e-06,0.412625995621973,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","literate_share_population","none",0.00137092515593955,0.00369090425618127,0.71075158143061,0.0783392045519089,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","literate_share_population","state",0.00294054048161609,0.00130315953350589,0.0253702574090217,0.168032223556812,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","primary_plus_share_population","none",0.000723654982937623,0.00379174208753412,0.848857994725446,0.0267025528273223,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","primary_plus_share_population","state",0.00263545832005012,0.00296564157747953,0.37549332818698,0.0972472610216387,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","matriculate_plus_share_population","none",0.00044417464140579,0.00179539243612306,0.804882985644368,0.0411144998636347,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","matriculate_plus_share_population","state",0.00238443349009251,0.000919635202145861,0.0103852571837266,0.22071226329576,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","log_population","none",-0.00990711885790488,0.00265140372267472,0.000250317245334476,-0.243288178501455,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","log_population","state",-0.00627960341070815,0.00308593423103999,0.0434799322239442,-0.154207625588717,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","urban_share","none",0.00112087250314083,0.0019547313249536,0.567079362261098,0.0562990688261098,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","urban_share","state",0.000335731377009764,0.00183148162850648,0.854781547899669,0.0168630810804915,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","main_worker_share","none",0.00151633203617235,0.00114504736535296,0.187098182605944,0.131396783981048,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","main_worker_share","state",-0.00172007972037356,0.00424061435720351,0.685553459091372,-0.149052409404095,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","none",-0.00158456158988724,0.00205013968084467,0.440592813999493,-0.0900783081929376,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","state",-0.00331643342877523,0.00109065185195625,0.00275021476618666,-0.188530830486579,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","literate_share_population","none",0.0020655663878095,0.0020816076274727,0.322386254588421,0.126323021104089,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","literate_share_population","state",0.00418129515435331,0.00144853504721767,0.00442282763809228,0.255713802830583,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","primary_plus_share_population","none",-0.00778723653768614,0.00592127204349868,0.190227364903125,-0.300127139122288,FALSE,173,16,197438207,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","primary_plus_share_population","state",0.000547101840254845,0.0028962449520097,0.85041640864421,0.0210857997351927,FALSE,173,16,197438207,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","matriculate_plus_share_population","none",0.0028736646650512,0.0016967167708009,0.0921502699672409,0.268873448039507,FALSE,173,16,197438207,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","matriculate_plus_share_population","state",0.000386615708022588,0.00105988117459665,0.715775114957275,0.0361735660205909,FALSE,173,16,197438207,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","log_population","none",-0.0162211578694281,0.00757826888215203,0.0336616871752025,-0.237387354344675,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","log_population","state",-0.0187235155513499,0.00694457605727656,0.00775144473710693,-0.274007925731571,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","urban_share","none",0.00291903519984129,0.00159870876501645,0.0695267802306225,0.114176632245915,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","urban_share","state",0.00182355253228113,0.00655639258254122,0.781262361335666,0.0713273642163309,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","main_worker_share","none",0.000216771493362383,0.00184102024970327,0.906400751708377,0.0108860883991326,TRUE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","main_worker_share","state",-0.00965851404457097,0.00666027664496497,0.148933415145151,-0.485042733537349,TRUE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","none",-0.00474570165613345,0.00867471827248264,0.585006383247867,-0.104797339861373,TRUE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","state",0.0227912852437726,0.012836849842229,0.0776883743410635,0.503290395948558,TRUE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","literate_share_population","none",0.000359895983312128,0.00907614172330041,0.968413742050414,0.010176137866943,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","literate_share_population","state",0.00411933486770225,0.00248658857434843,0.0995197994722839,0.116475096910121,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","primary_plus_share_population","none",0.017773506074025,0.0108865589861278,0.104299129045898,0.365045124464863,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","primary_plus_share_population","state",0.00174807532526567,0.0063427579128985,0.783203023981501,0.0359032355252715,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","matriculate_plus_share_population","none",0.0012184444498739,0.00269292581275229,0.651481595199309,0.0695481650451686,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","matriculate_plus_share_population","state",0.00181576623231647,0.00129120273874977,0.161550578712136,0.103642976601567,FALSE,182,18,206536561,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","log_population","none",-0.0259258249158136,0.00739915323864901,0.000575027253926413,-0.275881047972436,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","log_population","state",-0.0245051718467465,0.00875080548261862,0.0057072211306146,-0.260763640569887,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","urban_share","none",0.00393866623588258,0.00194421403210242,0.0442176384459641,0.101185194549516,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","urban_share","state",0.00203385248409422,0.00627832130570909,0.746382414284326,0.0522501138616983,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","main_worker_share","none",0.00166090814287832,0.00268614805605736,0.537122701320547,0.0674212384446577,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","main_worker_share","state",-0.0114588149905959,0.00376775433450085,0.00273614404995582,-0.465147636903833,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","none",-0.00623870839456996,0.00941676871565423,0.508468606007128,-0.118405732520172,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","state",0.0192697342160925,0.0134115987874362,0.152646728847963,0.365724257493962,TRUE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","literate_share_population","none",0.00234414593390185,0.0104661897568451,0.823025313454488,0.0528704485037487,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","literate_share_population","state",0.00812959399508106,0.00368344256668156,0.0286732849515867,0.183356878280136,FALSE,187,19,213986430,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","primary_plus_share_population","none",0.0101302411144266,0.0156771021277236,0.519004004224145,0.168483900764863,FALSE,178,17,204888076,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","primary_plus_share_population","state",0.0018974913556438,0.00438382034059474,0.665714137472643,0.0315586511372559,FALSE,178,17,204888076,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","matriculate_plus_share_population","none",0.00416883728500518,0.00420115959693663,0.322410399890725,0.164294063504022,FALSE,178,17,204888076,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","matriculate_plus_share_population","state",0.0019837092566597,0.0020707822146864,0.339532403228728,0.0781780703601535,FALSE,178,17,204888076,"estimated","census_2001_ld"
